Species C_T A_G T_C G_T A_C G_A A_T G_C C_A C_G T_A T_G BranchLength C_T_rate A_G_rate T_C_rate G_T_rate A_C_rate G_A_rate A_T_rate G_C_rate C_A_rate C_G_rate T_A_rate T_G_rate C_T_rate.res A_G_rate.res T_C_rate.res G_T_rate.res A_C_rate.res G_A_rate.res A_T_rate.res G_C_rate.res C_A_rate.res C_G_rate.res T_A_rate.res T_G_rate.res
G13-117_Nasutitermes_banksi_1 51 63 51 4 20 19 24 0 8 1 9 7 0.0529162843 963.786491713289 1190.55978388112 963.786491713289 75.5910973892776 377.955486946388 359.057712599069 453.546584335666 0 151.182194778555 18.8977743473194 170.079969125875 132.284420431236 501.288078599844 422.734997473308 380.412582773003 -28.3769084133011 38.8435328910315 116.462500562837 6.84880381187252 -27.3575584227389 -22.1414924735644 -12.1308173514473 -76.1924772720211 -39.9423221926368
G13-127_Nasutitermes_similis_1 31 63 29 5 12 13 16 0 7 3 8 6 0.0211839132 1463.37457613827 2973.95478376488 1368.96331316161 236.028157441657 566.467577859977 613.673209348309 755.290103813303 0 330.43942041832 141.616894464994 377.645051906651 283.233788929989 940.747858254728 2106.61367137879 709.449498628209 118.529565676881 181.756599584158 339.898592257883 249.213115810624 -30.8797546471581 134.171040607603 106.307911243047 99.6802211913656 87.9619789397668
G13-140_Spinitermes_trispinosus_1 19 50 43 8 7 11 10 1 2 1 7 1 0.0490094722 387.680159510063 1020.21094607911 877.381413628037 163.233751372658 142.829532451076 224.446408137405 204.042189215823 20.4042189215823 40.8084378431645 20.4042189215823 142.829532451076 20.4042189215823 -82.2211037682193 240.133952445614 284.633345299326 57.5998928422571 -201.896462200594 -21.9875361685538 -249.966214442178 -7.38698370583238 -135.340143969661 -11.1513641369791 -107.344802971716 -154.659776164404
G13-142_Anoplotermes_sp.E1_1 28 52 44 4 18 11 25 4 13 1 15 6 0.0910088463 307.662399188111 571.373027063634 483.469484438459 43.9517713125872 197.782970906643 120.867371109615 274.69857070367 43.9517713125872 142.843256765908 10.9879428281468 164.819142422202 65.9276569688808 -82.6560570544217 -76.9891511012059 -8.50362544587959 -43.773682584965 -86.5904433848985 -84.299077207475 -100.718493504528 20.8223708687159 -2.93688131035667 -14.9023287946577 -43.4087433995705 -78.6350433216777
G678_Rugitermes_sp_A_1 25 32 44 8 35 19 75 2 10 1 35 9 0.0467954815 534.239614566206 683.826706644743 940.261721636522 170.956676661186 747.935460392688 406.022107070316 1602.71884369862 42.7391691652964 213.695845826482 21.3695845826482 747.935460392688 192.326261243834 60.1431555633988 -103.193613710848 342.201316503518 64.3787792692878 400.02798852852 157.412752909103 1144.56750938103 14.7022203356876 35.9463960615259 -10.4846445176734 495.549924176913 15.6543949820954
G681_Neocapritermes_araguaia_1 18 38 26 1 5 11 14 1 3 1 8 5 0.0451025409 399.09059757651 842.524594883744 576.464196499404 22.1716998653617 110.858499326808 243.888698518979 310.403798115064 22.1716998653617 66.5150995960851 22.1716998653617 177.373598922894 110.858499326808 -78.2137417335608 50.1950201998033 -25.6583172309232 -85.1280622193767 -239.4817072101 -6.38409517953625 -150.915451730175 -6.05316019756447 -112.458462967267 -9.91089063192738 -76.7027445745877 -67.042834788161
G683_Neocapritermes_sp.H_1 37 66 41 7 31 14 41 2 10 3 19 12 0.0716740633 516.225790703846 920.835194228482 572.033984293451 97.6643387818087 432.513500319438 195.328677563617 572.033984293451 27.9040967948025 139.520483974012 41.8561451922037 265.088919550624 167.424580768815 89.2706859983284 211.836936847131 33.6682317778987 1.69459256152106 120.356242345494 -28.8356271976753 160.436702486694 2.6285945211009 -20.2400355311778 13.3577973876692 37.5506149896313 8.8203398904261
G687_Cylindrotermes_parvignathus_1 32 40 36 14 30 13 37 3 29 4 18 9 0.0289723249 1104.50231765833 1380.62789707291 1242.56510736562 483.219763975517 1035.47092280468 448.704066548695 1277.08080479244 103.547092280468 1000.95522537786 138.062789707291 621.282553682808 310.641276841404 596.633526022934 537.712129869744 601.739115739922 369.042127133515 661.951795671281 182.582140848958 785.577884161149 73.5318275322057 810.318404312411 103.804388281285 351.096320288239 121.0256616479
G697_Orthognathotermes_aduncus_1 35 80 52 8 37 17 48 6 16 5 34 33 0.0438856156 797.527835065848 1822.9207658648 1184.89849781212 182.29207658648 843.100854212468 387.370662746269 1093.75245951888 136.71905743986 364.584153172959 113.93254786655 774.741325492538 751.954815919228 317.917596360795 1026.77477498982 579.856045412102 74.4734212766077 491.011941092799 135.90214980163 630.156037896994 108.35912238731 184.73066969896 81.6858058559041 519.449590174142 573.169711554947
G699_Inquilinitermes_inquilinus_1 48 61 45 17 32 20 40 2 29 6 24 7 0.0475940168 1008.5301310395 1281.67370819603 945.496997849528 357.187754743155 672.353420692998 420.220887933124 840.441775866247 42.0220887933124 609.320287503029 126.066266379937 504.265065519748 147.077310776593 535.94678222114 497.157685391023 349.352629881322 250.950350360318 325.593434163942 172.396153852469 383.78470093156 14.0737749418419 432.14823382669 94.3197520078439 252.677058348962 -29.0146334955497
G707_Neocapritermes_angusticeps_1 20 37 29 4 9 7 15 2 5 0 9 6 0.0615591946 324.890540397031 601.047499734508 471.091283575695 64.9781080794062 146.200743178664 113.711689138961 243.667905297773 32.4890540397031 81.2226350992578 0 146.200743178664 97.4671621191093 -121.23079383437 -139.672136664017 -91.5444847378494 -35.3045872114186 -180.491455830244 -120.391223338516 -186.856827132394 6.09083224928578 -85.851631993867 -29.8627462639222 -91.4396840743305 -68.4828213720426
G711_Labiotermes_labralis_1 49 44 20 8 25 16 52 3 17 0 26 15 0.0541651111 904.641364245259 812.331020954926 369.24137316133 147.696549264532 461.551716451663 295.393098529064 960.027570219458 55.3862059741995 313.855167187131 0 480.013785109729 276.931029870998 444.509299306642 48.422697471601 -211.136051389104 44.2610393890949 124.234311039423 54.0249513256817 515.666657162287 28.1672635100995 141.434467830074 -30.8601369800256 234.988591832841 105.611225390645
G712_Subulitermes_sp._1 44 46 26 9 18 19 35 2 13 0 28 7 0.0640632914 686.820783610253 718.039910137992 405.848644860604 140.486069374825 280.972138749649 296.581702013518 546.334714235429 31.2191265277388 202.924322430302 0 437.067771388343 109.266942847086 245.444354670982 -14.8265938033131 -150.778694604457 41.2711132990525 -42.1217041744353 64.9392501229939 120.495773578144 5.09885183011028 37.6606900052234 -29.5249677007583 201.928285458121 -54.8644850981848
G716_Cavitermes_tuberosus_1 0 7 4 0 1 2 2 0 1 0 1 1 0.034168139 0 204.869220416131 117.068125952075 0 29.2670314880187 58.5340629760374 58.5340629760374 0 29.2670314880187 0 29.2670314880187 29.2670314880187 -498.023467037716 -621.75188263891 -511.290823932346 -111.962157604661 -336.785775141177 -202.482590511306 -423.246189201221 -29.4385452605149 -157.612857681594 -33.5575360995673 -235.729935186456 -156.575216578894
G718_Nasutitermes_octopilis_1 40 74 59 12 27 17 22 1 13 3 26 20 0.0518154104 771.971112285159 1428.14655772754 1138.65739062061 231.591333685548 521.080500792482 328.087722721193 424.584111756838 19.299277807129 250.890611492677 57.8978334213869 501.781222985353 385.98555614258 307.386700581692 656.869305522321 552.642001327287 127.153918619774 180.386604578704 84.4108205353813 -24.1736793318826 -8.1804742544629 76.7709164949755 26.7207444264427 254.409289927168 212.959323524486
G728_Agnathotermes_crassinasus_1 32 50 40 6 23 10 23 2 9 1 15 8 0.0490072324 652.964846878397 1020.25757324749 816.206058597996 122.430908789699 469.318483693848 204.051514649499 469.318483693848 40.8103029298998 183.646363184549 20.4051514649499 306.077271974248 163.241211719599 183.059339499458 240.173555346371 223.452616004626 16.79609521543 124.589270477321 -42.384630425864 15.3058888095282 13.0188516915295 7.49616184186727 -11.1507337210795 55.9006995738856 -11.8244099811057
G729_Araujotermes_parvellus_1 46 38 34 10 16 18 28 1 10 1 17 11 0.0746014378 616.610099705076 509.373560625932 455.75529108636 134.045673848929 214.473078158287 241.282212928073 375.327886777003 13.4045673848929 134.045673848929 13.4045673848929 227.87764554318 147.450241233822 195.201950994669 -190.444117274471 -75.5864033352262 39.3241511600935 -93.4775789188253 19.9942704465859 -30.7915447532615 -11.5460052647706 -23.5981520220313 -14.6989057676502 3.26302662176837 -9.02804623420125
G732_Cryptotermes_brevis_FG_1 1 2 0 0 0 0 1 0 0 0 0 0 0.0607498145 16.4609556132883 32.9219112265767 0 0 0 0 16.4609556132883 0 0 0 0 0 -431.194038147503 -710.336033249152 -564.577826920156 -100.62781248943 -327.855268187293 -234.89818837732 -415.578329534535 -26.4880605082161 -167.659504719996 -29.9719238513188 -238.44878743217 -166.537781322921
G751_Rhinotermes_hispidus_FG_1 23 51 38 8 42 10 42 4 16 0 19 22 0.1003080391 229.293685793924 508.433825021309 378.833046094309 79.7543254935386 418.710208841078 99.6929068669233 418.710208841078 39.8771627467693 159.508650987077 0 189.416523047154 219.324395107231 -143.40413009267 -110.765026548637 -90.827212990041 -4.00598104194194 147.699619419499 -96.3363957236613 60.6942615212851 17.7799442872536 20.4524705743204 -24.6358999936533 -9.52388812829123 81.5150673854394
G769_Dihoplotermes_sp.A_1 40 53 41 10 34 16 29 1 31 8 26 15 0.0659741019 606.298514841928 803.345532165554 621.455977712976 151.574628710482 515.353737615639 242.519405936771 439.566423260398 15.1574628710482 469.881349002494 121.259702968386 394.094034647253 227.361943065723 168.542798509976 76.4715473461724 69.4135124956617 53.1744363864078 195.005705711968 12.7544668981406 17.3030872364622 -10.7507177001291 305.999364337744 91.9924852176969 160.862951355235 64.6182070946213
Glypto1_Glyptotermes_fuscus_Japan_1 21 53 37 7 27 20 43 2 20 1 18 16 0.0492575906 426.330231426301 1075.97629836162 751.153264893959 142.1100771421 548.138868976673 406.028791834573 872.961902444331 40.6028791834573 406.028791834573 20.3014395917286 365.425912651115 324.823033467658 -43.1008829706622 296.677432259086 159.000541662291 36.5820155384218 203.769417392506 159.838642234992 419.417790405336 12.8392169402432 230.059616735106 -11.220674682141 115.499382967901 149.939229935111
Glyptotermes_satsumensis_1 20 64 37 2 24 11 33 1 10 1 22 10 0.0219033308 913.103134067628 2921.93002901641 1689.24079802511 91.3103134067628 1095.72376088115 502.206723737195 1506.62017121159 45.6551567033814 456.551567033814 45.6551567033814 1004.41344747439 456.551567033814 391.839609642698 2056.84509207244 1031.45318251962 -25.8815208941964 712.046576785527 229.13898772675 1001.8893935756 14.8552552114292 260.803375758685 10.4432159932267 727.167127802356 261.802221217614
GP17-13_1 50 42 10 8 31 23 57 3 25 0 27 16 0.0383109267 1305.11069052266 1096.29298003903 261.022138104532 208.817710483626 809.168628124049 600.350917640424 1487.82618719583 78.3066414313596 652.55534526133 0 704.759772882236 417.635420967251 814.937213661802 282.664130538341 -357.396443208745 98.6220248807368 449.068956105476 343.404859928757 1013.7981275542 49.3279329460269 468.67097728402 -32.9987139019593 443.900373473693 234.801798424417
GR2200_NODE_14_length_15769_cov_491341_ID_624588_1 35 111 72 9 34 26 38 5 16 1 17 30 0.0818787162 427.46151410713 1355.66365902547 879.349400448953 109.918675056119 415.248327989783 317.542839051011 464.10107245917 61.0659305867329 195.410977877545 12.2131861173466 207.624163994892 366.395583520397 19.8427671452747 678.668354127288 365.469095490029 18.300161614583 117.755029834099 103.405361632809 71.5992499828727 36.9231136015847 43.0291261283774 -14.9086522031501 -9.72234681349442 215.20228942533
Hodotermopsis_sjosdteti_1 39 68 31 13 37 15 128 4 13 5 44 28 0.0317556544 1228.12773778014 2141.35092741153 976.204099261138 409.375912593381 1165.14682815039 472.356822223131 4030.77821630405 125.961819259502 409.375912593381 157.452274074377 1385.58001185452 881.732734816512 725.532957466627 1307.16399818124 342.05653846233 296.38507893549 795.627311033024 208.969723921142 3544.48360170642 96.25549558045 220.751630693868 123.569317015906 1118.17360061437 694.138462926606
I9_Mastotermes_darwiniensis_1 22 95 43 19 114 11 145 5 14 6 72 46 0.075269994 292.281144595282 1262.12312438872 571.276782618051 252.424624877743 1514.54774926646 146.140572297641 1926.39845301436 66.4275328625641 185.997092015179 79.7130394350769 956.556473220922 611.133302335589 -127.860185735154 564.402114793511 41.5392483706691 157.988172507358 1207.55779916774 -74.4904641967201 1521.53005744312 41.5511679081287 28.8366783802222 51.6997480808693 732.609568034529 455.140541858872
Incisitermes_arizonensis_1 24 36 19 0 2 11 1 2 5 0 0 1 0.021373561 1122.88261183993 1684.32391775989 888.948734373276 0 93.5735509866606 514.654530426633 46.7867754933303 93.5735509866606 233.933877466651 0 0 46.7867754933303 600.615249413358 817.577562450927 229.889968267944 -117.417726523021 -290.864905749615 241.066256347109 -458.93533401544 62.7148466657773 37.8026260933804 -35.2834015585738 -277.77542189539 -148.347306171671
IND1_Microtermes_sp.C_India_1 16 30 19 2 2 22 3 0 3 0 1 1 0.082947872 192.892229953771 361.672931163321 229.059523070104 24.1115287442214 24.1115287442214 265.226816186436 36.1672931163321 0 36.1672931163321 0 12.0557643721107 12.0557643721107 -212.700619681139 -311.969379507638 -282.255407198735 -67.0510999349281 -271.845405769868 52.1398635351725 -354.333871297717 -24.0241439584711 -115.441485260823 -26.9776194908084 -204.222937907188 -138.361074431971
IND2_Trinervitermes_sp._1 19 37 25 4 15 11 6 1 1 0 6 2 0.0646438969 293.917924369439 572.366484298381 386.734111012419 61.8774577619871 232.040466607452 170.163008845465 92.8161866429807 15.4693644404968 15.4693644404968 0 92.8161866429807 30.9387288809936 -146.358340187373 -158.679174739129 -168.500100664695 -37.0899299047586 -90.2190534047515 -60.9089551352794 -331.936295824993 -10.5864648208442 -149.374450169728 -29.4466496055652 -141.743425423268 -132.771044696925
IND3_Heterotermes_malabaricus_1 20 63 35 5 11 14 9 0 8 0 2 2 0.1600041357 124.996769067889 393.739822563849 218.744345868805 31.2491922669721 68.7482229873387 87.497738347522 56.2485460805498 0 49.9987076271554 0 12.4996769067889 12.4996769067889 -134.58548168686 -38.2452784119408 -107.67873925594 -27.0568812990122 -116.479815040516 -49.8757275840199 -190.06106531747 -15.4711341560618 -45.8930783216984 -16.5834709757163 -126.819862265959 -81.9564275932089
IND5_Nasutitermes_sp.B_1 5 6 6 1 0 3 1 0 0 1 0 0 0.0968609918 51.6203675709214 61.9444410851056 61.9444410851056 10.3240735141843 0 30.9722205425528 10.3240735141843 0 0 10.3240735141843 0 0 -327.60910994153 -568.064742990039 -415.986799552117 -74.9060434448989 -275.963953695129 -168.444061346521 -354.142161941065 -22.4798301763393 -141.548633317842 -14.7767999917358 -202.383114761873 -140.31268421517
IND6_Odontotermes_sp.C_1 25 66 43 3 17 12 6 1 13 1 4 6 0.0411770811 607.133855342651 1602.8333781046 1044.27023118936 72.8560626411181 412.851021633003 291.424250564472 145.712125282236 24.285354213706 315.709604778178 24.285354213706 97.1414168548241 145.712125282236 122.391331143297 798.193114886217 432.728814042087 -36.117503493676 56.8699779858593 37.2944018497258 -322.952642210571 -4.37521989161234 133.89766408108 -8.32674303867408 -160.855439869104 -35.0400038536855
IND7_Nasutitermes_sp.C_1 5 9 5 0 0 0 0 0 1 0 0 1 0.107135672 46.66979640544 84.005633529792 46.66979640544 0 0 0 0 0 9.333959281088 0 0 9.333959281088 -313.090631645376 -513.780984482339 -406.607970403366 -80.8490247538373 -261.199365514156 -189.320647536741 -345.239737521882 -21.3393720714751 -124.785371713774 -23.7149180129356 -192.121381952481 -123.516922075717
IS17_Microhodotermes_viator_1 13 58 29 16 72 9 53 6 13 8 25 27 0.0856229889 151.82838355693 677.388172792459 338.69408639623 186.865702839299 840.895662776846 105.111957847106 618.992640655178 70.0746385647371 151.82838355693 93.4328514196495 291.977660686405 315.335873541317 -248.695502156188 12.1353330693676 -166.202062635788 96.8437358226615 548.782838112956 -105.346494301325 233.497289419564 46.3474244075521 2.15389917360829 66.8160794578893 78.3707043230222 166.861790574141
IS57_Reticulitermes_flavipes_1 1 2 0 0 0 1 0 0 0 0 0 0 0.1038822164 9.62628671831072 19.2525734366214 0 0 0 9.62628671831072 0 0 0 0 0 0 -356.298974374962 -588.737251484478 -461.084236784048 -82.2362882687906 -265.874540912713 -182.891121932139 -351.327767139553 -21.7004957011756 -136.471803750831 -24.1537778676687 -195.370737788823 -135.213645338077
IS95_Macrotermes_subhyalinus_1 9 13 8 0 0 0 3 0 2 1 2 0 0.1226230474 73.3956641172172 106.015959280425 65.2405903264153 0 0 0 24.4652213724057 0 16.3101475816038 8.15507379080191 16.3101475816038 0 -257.018402604171 -443.200487470397 -350.876155734051 -74.2452552618527 -238.944198897376 -174.103154040865 -291.793760999415 -19.6203207283486 -106.610742995025 -13.4707463047559 -160.343375013702 -121.603451774685
ISO183_Heterotermes_sp_1 12 33 25 3 3 19 7 1 4 0 5 0 0.1674810303 71.6499055356002 197.037240222901 149.2706365325 17.9124763839001 17.9124763839001 113.4456837647 41.7957782291001 5.97082546130002 23.8833018452001 0 29.8541273065001 0 -173.764699321339 -211.499468637027 -159.212092128506 -37.2054721977654 -156.571356715655 -16.5811794012856 -190.522692250012 -8.67039624203306 -66.6021737037971 -15.5749098390558 -101.997939094766 -89.0261434294841
ISO207_Porotermes_adamsoni_1 22 61 37 6 63 6 69 1 12 2 27 34 0.0259605557 847.439486821155 2349.71857709502 1425.23913692649 231.119860042133 2426.7585304424 231.119860042133 2657.87839048453 38.5199766736888 462.239720084266 77.0399533473777 1040.0393701896 1309.67920690542 333.863823304546 1497.35755903008 777.186587227537 115.658014026777 2048.91152827362 -37.9613519813588 2160.73969597294 8.17041474758141 269.425182196658 42.3752932364215 766.845162803398 1117.87634815904
ISO210_Coptotermes_lacteus_1 13 10 16 1 1 8 1 0 2 0 0 2 0.4599964834 28.2610856150732 21.7392966269794 34.782874603167 2.17392966269794 2.17392966269794 17.3914373015835 2.17392966269794 0 4.34785932539588 0 0 4.34785932539588 337.121427894362 530.564328326817 428.173287201406 71.7836754272178 248.031179450787 174.782673718334 317.225075077337 17.827099722956 125.371228131821 23.8826101143914 160.294780400878 127.755835651548
ISO314_Schedorhinotermes_breinli_Australia_1 3 2 2 0 0 1 1 0 1 0 0 1 0.1427691455 21.0129435845086 14.0086290563391 14.0086290563391 0 0 7.00431452816953 7.00431452816953 0 7.00431452816953 0 0 7.00431452816953 -271.227148596254 -472.027362020622 -353.768772850812 -65.6550206624312 -209.994505465557 -147.303805887823 -271.556276658195 -17.3841654016324 -101.349557854227 -18.9083053135504 -156.532811115254 -99.9683935677496
ISO360_Macrognathotermes_errator_1 8 14 7 0 0 3 2 0 0 0 3 0 0.0983628282 81.3315369880753 142.330189729132 71.1650948645659 0 0 30.4993263705283 20.3328842470188 0 0 0 30.4993263705283 0 -295.052175343783 -482.969064530889 -403.162580147133 -84.589738512502 -273.805833390695 -167.441290013022 -341.323039463359 -22.3131309252463 -140.462702034525 -24.8982902266717 -170.383844494286 -139.222002371631
ISO845_Zootermopsis_angusticollis_1 24 48 26 10 67 8 74 2 18 7 26 25 0.1163820581 206.217353360243 412.434706720485 223.40213280693 85.9238972334345 575.690111464011 68.7391177867476 635.836839527415 17.1847794466869 154.663015020182 60.1467280634041 223.40213280693 214.809743083586 -136.022495478552 -156.354192515798 -207.689489685308 9.01750322633374 327.777688246003 -111.496270517683 307.899404343154 -3.12827202276602 27.2294588031968 37.6790585639113 40.5154853438668 88.6738843734744
KE15-140_1 54 45 36 12 68 19 61 7 32 4 34 26 0.0696154532 775.689843530316 646.40820294193 517.126562353544 172.375520784515 976.794617778916 272.927907908815 876.242230654616 100.5523871243 459.668055425372 57.4585069281715 488.397308889458 373.480295033115 344.833967114247 -69.0460899221839 -26.1787006124905 75.5279895152338 661.679162590065 46.7408662409649 460.792774175478 75.0483854201927 298.419018856844 28.682472429699 258.802988336365 213.381025362644
KE15-30_1 21 58 35 9 70 15 52 3 17 3 31 35 0.0231958985 905.332466427201 2500.44205013227 1508.88744404533 387.9996284688 3017.77488809067 646.666047448 2241.77563115307 129.3332094896 732.888187107734 129.3332094896 1336.44316472587 1508.88744404533 386.518172926637 1639.41075255161 854.201266574221 271.358941080931 2635.95510776967 374.868354944586 1739.46357115393 98.6767790625235 538.074611414725 94.2956237247086 1060.4877839558 1315.0768024195
MAD15-108_NODE_1_length_15757_cov_110743_ID_123_1 32 56 65 10 79 25 52 2 17 1 18 22 0.0284188377 1126.01367929977 1970.5239387746 2287.21528607766 351.879274781178 2779.84627077131 879.698186952945 1829.77222886213 70.3758549562356 598.194767128003 35.1879274781178 633.38269460612 774.134404518592 617.096108581869 1125.8723727417 1645.06123538502 237.46563269031 2405.53178938723 613.032419081858 1337.23359516729 40.2991548201177 407.157736648669 0.854865954648975 362.643671475106 584.116829138432
MAD15-171_NODE_1_length_15507_cov_475004_ID_850_1 25 96 43 9 51 16 62 2 18 5 23 19 0.0373979866 668.485185242566 2566.98311133145 1149.79451861721 240.654666687324 1363.70977789483 427.830518555242 1657.84325940156 53.4788148194053 481.309333374647 133.697037048513 615.006370423161 508.04874078435 176.581817463798 1750.49117781148 529.18539273961 130.069706218637 1002.29822226061 169.987429572939 1182.10686036598 24.3987727727322 296.764846749004 100.575176311642 353.235181334081 324.552111810649
MAL27_Hospitalitermes_medioflavus_1 22 50 28 2 18 12 10 1 2 3 4 3 0.0277314447 793.323255892254 1803.00739975512 1009.68414386287 72.1202959902049 649.082663911844 432.72177594123 360.601479951025 36.0601479951025 72.1202959902049 108.180443985307 144.24059198041 108.180443985307 283.103173752481 956.200091069156 365.880735233488 -42.5864483730085 273.780407301099 165.380593531756 -133.223438069621 5.90714933651801 -119.413767030512 73.7546597604358 -127.184957948883 -82.3363382754936
MAL29_Parrhinotermes_sp2_Malaysia_1 25 41 28 1 5 12 4 1 9 2 7 4 0.1409289749 177.394322336762 290.926688632289 198.681641017173 7.09577289347047 35.4788644673523 85.1492747216456 28.3830915738819 7.09577289347047 63.8619560412342 14.1915457869409 49.6704102542933 28.3830915738819 -118.332629943963 -200.880286803457 -173.51113896928 -59.3438908833988 -177.159943357293 -70.9669496121228 -253.620919315019 -10.4926458215744 -45.822486582488 -4.96498083388664 -108.700252614332 -79.9260075313614
MAL36_Cryptotermes_sp1_Malaysia_1 42 52 57 16 36 21 48 4 21 1 18 15 0.0418669426 1003.17810166535 1242.03003063329 1361.45599511726 382.163086348703 859.866944284582 501.589050832673 1146.48925904611 95.5407715871758 501.589050832673 23.8851928967939 429.933472142291 358.277893451909 519.742766342315 439.553251564815 751.569858923207 273.483675047103 504.877223068029 248.137042140408 679.115395060359 66.9567700002808 320.275927572685 -8.63384867728648 172.625607606021 178.026763900634
MAL39_Cryptotermes_domesticus_Malaysia_1 16 12 18 3 1 9 2 0 0 1 1 2 0.0557346755 287.074426404438 215.305819803329 322.958729704993 53.8264549508322 17.9421516502774 161.479364852497 35.8843033005548 0 0 17.9421516502774 17.9421516502774 35.8843033005548 -170.08353848026 -543.680171151422 -253.65261997944 -48.9397974660155 -317.119809160435 -78.3465690686814 -405.539561974546 -27.04472561197 -171.28579605924 -12.7062661949986 -225.515455075359 -134.295633086745
MAL41_Odontotermes_sp.K_1 7 9 8 2 1 6 3 0 5 1 0 0 0.0794782028 88.0744625997004 113.238594771043 100.656528685372 25.164132171343 12.5820660856715 75.4923965140289 37.7461982570144 0 62.9103304283574 12.5820660856715 0 0 -324.092913926112 -571.28499325722 -418.98366301744 -67.4779528403649 -288.360740092064 -141.0037631281 -359.247585528611 -24.4092666370668 -91.2072580475811 -14.8635783940391 -219.743999259284 -152.936624048019
Mantoida_MN110_1 5 47 54 10 47 5 124 1 3 3 87 17 0.0582124514 85.8922769914479 807.38740371961 927.636591507637 171.784553982896 807.38740371961 85.8922769914479 2130.12846938791 17.1784553982896 51.5353661948688 51.5353661948688 1494.52561965119 292.033741770923 -366.570656942121 56.1719998851365 356.970515263766 70.0748176298608 475.885976186443 -151.499058576643 1693.34114289488 -9.59124466036027 -117.958827022106 21.2211764766142 1253.54266651597 123.653245846306
MLA11_Coptotermes_sepangensis_1 11 12 10 2 1 5 1 0 1 1 1 2 0.3245107096 33.8971863626901 36.9787487592983 30.8156239660819 6.16312479321638 3.08156239660819 15.4078119830409 3.08156239660819 0 3.08156239660819 3.08156239660819 3.08156239660819 6.16312479321638 86.0313648962523 120.904979534028 99.1161151766927 18.0021510839663 54.2474334167756 39.6742400746055 64.6049191832021 2.78859284816178 26.1393736936952 8.68844530935274 28.0612981297882 31.1769794017211
Nasutitermes_nr.perparvus_Thailand_1 41 33 27 8 13 15 21 1 20 1 19 8 0.0458154364 894.89489180114 720.281254376527 589.321026308068 174.613637424613 283.747160814996 327.400570171149 458.360798239608 21.8267046780766 436.534093561532 21.8267046780766 414.707388883455 174.613637424613 418.941387502993 -69.8125989129148 -11.0909377789092 67.6178518002032 -65.5686237186296 77.828249106266 -1.62444572022558 -6.31902616281342 258.076003605706 -10.1597230759527 161.343042547892 -2.7699690748906
Nasutitermes_takasagoensis_Japan_1 1 3 0 0 1 5 0 0 0 0 1 0 0.0373332421 26.7857797434635 80.3573392303906 0 0 26.7857797434635 133.928898717318 0 0 0 0 26.7857797434635 0 -465.24026960284 -736.337640407593 -620.76447639024 -110.612567325422 -334.718812935305 -123.977806531925 -475.857552197648 -29.0872284883271 -184.591301363901 -33.1305941469304 -235.050072259395 -183.543648509663
Nasutitermes_tridoinae_1 26 44 24 5 6 23 7 1 10 1 1 5 0.0992694946 261.913290732116 443.237876623581 241.766114521953 50.3679405254069 60.4415286304883 231.692526416872 70.5151167355696 10.0735881050814 100.735881050814 10.0735881050814 10.0735881050814 50.3679405254069 -112.752418446048 -179.217968654123 -230.386069289202 -33.8351982077854 -212.06143637375 34.6427769290083 -289.444207243573 -12.1389056203533 -39.0712386531109 -14.7024015484412 -189.904058873544 -88.195611577854
NG71_Microcerotermes_biroi_1 34 27 24 9 11 25 26 2 16 2 16 6 0.0287385726 1183.07893969654 939.503863876663 835.114545668145 313.167954625554 382.760833431233 869.910985070984 904.707424473824 69.5928788056788 556.74303044543 69.5928788056788 556.74303044543 208.778636417036 674.767220884639 95.855022866574 193.727679533635 198.890646517921 8.90580713808611 603.559380422231 412.7670947918 39.551668266416 365.937190347603 35.3029464436367 286.323339308188 18.993262793456
NG77_Termitogeton_planus_1 21 90 55 23 76 24 47 4 27 12 18 38 0.0447661618 469.104322452768 2010.44709622615 1228.60655880487 513.780924591127 1697.71088125764 536.119225660307 1049.90015025143 89.3532042767178 603.134128867845 268.059612830153 402.08941924523 848.855440628819 -8.83740714179661 1217.06259841458 625.676923764988 406.337731487191 1346.88730212056 285.515914580106 587.951450929897 61.0910071615978 423.917341018607 235.931648029013 147.677120527764 670.709817204498
NG78_Coptotermes_remotus_1 11 17 13 2 1 5 5 0 1 0 2 1 0.2632137745 41.7911259427648 64.5862855479093 49.389512477813 7.59838653504815 3.79919326752407 18.9959663376204 18.9959663376204 0 3.79919326752407 0 7.59838653504815 3.79919326752407 -22.223620656016 -43.7216459357617 -29.388285448982 -6.69941278285475 -33.1178722018873 -16.9663846318154 -34.1825822471954 -4.01517963695477 -17.4649065280591 -2.6614838151034 -28.641570976418 -15.7027556949891
NG79_Coptotermes_elisae_New_Guinea_1 31 48 33 7 7 14 12 1 15 3 8 3 0.391589981 79.1644360277951 122.577191268844 84.2718189973303 17.8758403933731 17.8758403933731 35.7516807867462 30.644297817211 2.55369148476758 38.3053722715138 7.66107445430275 20.4295318781407 7.66107445430275 258.404239974115 416.87164879824 313.524965638436 58.3172628019232 165.433793543817 125.92846165749 217.689758244936 12.7878784777007 109.866122554075 22.3163056224243 112.404010684247 81.3900510253963
