Species C_T A_G T_C G_T A_C G_A A_T G_C C_A C_G T_A T_G BranchLength C_T_rate A_G_rate T_C_rate G_T_rate A_C_rate G_A_rate A_T_rate G_C_rate C_A_rate C_G_rate T_A_rate T_G_rate C_T_rate.res A_G_rate.res T_C_rate.res G_T_rate.res A_C_rate.res G_A_rate.res A_T_rate.res G_C_rate.res C_A_rate.res C_G_rate.res T_A_rate.res T_G_rate.res
SING91_Macrotermes_gilvus_Singapore_1 0 1 0 0 0 0 0 0 0 0 0 0 0.0502134282 0 19.9149915838648 0 0 0 0 0 0 0 0 0 0 -467.61993885189 -756.386259058919 -589.859248710114 -105.120495375112 -342.995924792366 -245.250968357735 -451.755500687273 -27.6575671904597 -175.278038600438 -31.3931809789802 -248.971896558927 -174.189643559002
Sinocapritermes_mushae_Japan_1 20 15 9 5 3 9 11 1 7 0 10 4 0.0879789195 227.327183757923 170.495387818442 102.297232691065 56.8317959394807 34.0990775636884 102.297232691065 125.029951066858 11.3663591878961 79.564514315273 0 113.663591878961 45.4654367515846 -168.732550420865 -487.368985507576 -396.946003329736 -32.1856094765183 -254.62830400953 -105.846343136732 -256.056864435249 -12.0993538719343 -68.4064697800922 -26.2989795932775 -97.5904026535835 -101.297693724322
T1.15a_Leucopitermes_leucops_1 41 26 29 11 10 17 24 1 16 1 21 6 0.0365887992 1120.56150779608 710.599980553612 792.592286002105 300.638453311143 273.307684828312 464.623064208131 655.938443587949 27.3307684828312 437.292295725299 27.3307684828312 573.946138139456 163.984610896987 627.124845626862 -108.429656714435 170.041563889891 189.708457810541 -89.2666630767795 205.984888668008 178.687852424635 -1.83909089252959 252.162710808174 -5.90024384806064 311.366781328375 -20.0996759635522
T1.6c_Procapritermes_sp.A_1 30 24 23 8 13 15 34 1 9 1 31 8 0.0383240166 782.798951193441 626.239160954752 600.145862581638 208.746386984917 339.212878850491 391.39947559672 887.172144685899 26.0932983731147 234.839685358032 26.0932983731147 808.892249566555 208.746386984917 292.650277820924 -187.348637130292 -18.2413103081376 98.5562828753435 -20.867983143919 134.466279681385 413.16857952297 -2.88395717331802 50.9647822810965 -6.90364982728944 548.04592356309 25.9222707480051
T2.13c_Schedorhinotermes_longirostris_Singapore_1 12 24 14 1 2 11 2 0 1 2 7 1 0.1455579772 82.4413764936547 164.882752987309 96.1816059092638 6.87011470780455 13.7402294156091 75.5712617858501 13.7402294156091 0 6.87011470780455 13.7402294156091 48.0908029546319 6.87011470780455 -204.514278483167 -312.407144591591 -264.904162974817 -57.595756649268 -192.246759440668 -75.9966249133412 -259.601759743944 -17.0746136050357 -99.4672400386256 -4.79188933657034 -105.656690739671 -98.0772542101069
T2.13d_Nasutitermes_matangensis_1 0 2 0 0 0 0 0 0 0 0 0 0 0.0579622366 0 34.5052247345472 0 0 0 0 0 0 0 0 0 0 -452.937055193054 -717.494881179797 -571.266451525944 -101.816427178305 -331.860983101503 -237.637190142751 -437.255541001067 -26.7974731368443 -169.6751157721 -30.3479412871342 -241.232852633067 -168.562209951088
T2.1c_Microcerotermes_havilandi_1 19 42 39 6 5 7 7 1 2 0 4 3 0.0247907747 766.41412904293 1694.17860104227 1573.16584382496 242.025514434609 201.687928695508 282.363100173711 282.363100173711 40.3375857391016 80.6751714782031 0 161.350342956406 121.012757217305 250.621897837112 838.149016674721 922.306475353343 126.064877379417 -177.840034280886 12.1324916708713 -216.964547331178 9.85818169660734 -112.985198740097 -34.8224523118793 -113.012171358464 -71.639634073109
T2.1d_Schedorhinotermes_translucens_Singapore_1 10 10 5 0 1 3 2 0 2 0 2 0 0.1696021189 58.961527514265 58.961527514265 29.4807637571325 0 5.8961527514265 17.6884582542795 11.792305502853 0 11.792305502853 0 11.792305502853 0 -182.433917810496 -342.923206178688 -273.912541070725 -54.2135228914045 -165.539702302607 -110.254278251053 -216.557077394888 -14.405787350349 -77.1594767188105 -15.2887953966543 -117.941345137088 -87.4857407434398
T4.14A_Euhamitermes_hamatus_1 3 14 5 2 2 1 1 0 0 0 0 0 0.0734996133 40.8165412755988 190.477192619461 68.0275687926647 27.2110275170659 27.2110275170659 13.6055137585329 13.6055137585329 0 0 0 0 0 -382.679407275872 -512.795932268099 -465.957886889175 -67.9803097678967 -282.322937718894 -208.765052907446 -394.57570714715 -25.0728718022116 -158.440520965895 -28.2520986755136 -225.715054983825 -157.278467818504
TBRU1.1b_Parrhinotermes_aequalis_spB_Brunei_1 19 37 24 8 3 11 7 2 3 0 3 4 0.1316867696 144.281768454893 280.969759622686 182.250654890391 60.7502182967969 22.7813318612988 83.5315501580958 53.1564410096973 15.1875545741992 22.7813318612988 0 22.7813318612988 30.3751091483985 -168.957841019804 -239.821823124456 -212.118237835843 -9.63029354647863 -203.138410501679 -81.6658254623069 -246.142048893763 -3.42672068684347 -93.5858625335932 -20.4032111845792 -144.819889965079 -84.6459763722605
TBRU1.20_Schedorhinotermes_spA_Brunei_1 7 15 12 2 3 8 1 0 2 1 1 0 0.109148983 64.1325260905088 137.426841622519 109.941473298015 18.3235788830025 27.4853683245038 73.29431553201 9.16178944150125 0 18.3235788830025 9.16178944150125 9.16178944150125 0 -291.812965565435 -454.045804038152 -338.505475511515 -61.6669762195033 -230.820894220353 -114.048104819273 -332.310539360377 -21.1159007027445 -114.339989421631 -14.2815522902051 -180.94881853631 -131.388750226478
TBRU1.22c_Parrhinotermes_microdentiformis_spA_Brunei_1 51 51 41 4 17 21 26 0 12 0 18 17 0.1350842567 377.542144776076 377.542144776076 303.514273251355 29.6111486098883 125.847381592025 155.458530201914 192.472465964274 0 88.8334458296649 0 133.250168744497 125.847381592025 70.7402874364939 -132.594531891558 -82.7025546249943 -39.3206851274513 -95.1902138909295 -6.40056268747339 -100.468475340565 -18.2371645749732 -25.0771311023958 -19.9449228664096 -30.9578472433614 13.2936603552724
TBRU3.18a_Microcerotermes_nr.havilandi_1 18 37 41 4 6 15 9 0 6 2 2 8 0.0333003819 540.53434143949 1111.09836851451 1231.21711105662 120.118742542109 180.178113813163 450.445284532908 270.267170719745 0 180.178113813163 60.0593712710544 60.0593712710544 240.237485084218 40.8665988066484 281.755880468683 600.776030484153 7.78657596462795 -187.121649020335 188.575995419179 -213.136872151244 -29.5348636469254 -7.32922357997782 26.3847830885112 -205.804259020226 53.7650439326441
TBRU3.4a_Nasutitermes_longirostris_1 0 3 1 0 0 3 2 0 0 0 1 0 0.0553312352 0 54.2189233469344 18.0729744489781 0 0 54.2189233469344 36.1459488979563 0 0 0 18.0729744489781 0 -457.922426551886 -706.032302288234 -559.506405839208 -102.938278126574 -335.641699524635 -186.00342055222 -406.032854140968 -27.0895062524384 -171.577511217244 -30.7028380597247 -225.787564191088 -170.472927694584
TBRU4.10A_Coptotermes_sepangensis_1 8 15 9 2 0 7 1 1 2 0 2 0 0.188870688 42.3570225995047 79.4194173740713 47.6516504244428 10.5892556498762 0 37.0623947745666 5.29462782493809 5.29462782493809 10.5892556498762 0 10.5892556498762 0 -162.52724013265 -262.036891425961 -209.507888021287 -35.408208323193 -143.747159925778 -71.9475453478437 -186.998440251433 -6.9724072361444 -64.4300223586497 -12.6896508329046 -99.9001067129948 -73.4922868170593
TBRU4-16A_Coptotermes_travians_Brunei_1 1 2 1 0 0 0 0 0 0 0 0 0 0.0885803793 11.2891817341767 22.5783634683533 11.2891817341767 0 0 0 0 0 0 0 0 0 -383.6308721463 -633.399763496465 -486.510887866891 -88.7609447972492 -287.863091290548 -207.552597023568 -379.961333698625 -23.3989528599694 -147.536087183506 -26.2178484536806 -210.653292647615 -146.326331045903
TBRU5.3b_Oriensubulitermes_inanis_1 3 11 7 3 1 1 1 0 2 0 0 1 0.0359360486 83.4816324241058 306.099318888388 194.790475656247 83.4816324241058 27.8272108080353 27.8272108080353 27.8272108080353 0 55.6544216160705 0 0 27.8272108080353 -411.191898773651 -514.977418525041 -429.326482048738 -27.7266939354582 -335.685131624018 -231.452340546477 -450.644840081286 -29.2423126972875 -129.947146998309 -33.3190621058735 -263.231284863146 -156.7311245093
TBRU5.4a_Glyptotermes_1 50 79 58 8 49 18 60 3 15 3 24 24 0.0370956951 1347.86529448265 2129.62716528258 1563.52374159987 215.658447117224 1320.90798859299 485.231506013753 1617.43835337918 80.8719176689588 404.359588344794 80.8719176689588 646.975341351671 646.975341351671 855.389127546072 1312.18721122675 942.189285547633 104.9445904777 959.062043817577 227.091393241666 1141.13629129746 51.7583221895271 219.596524118734 47.7092807174755 384.902241687939 463.259178578878
TBRU5.4b_Schedorhinotermes_spB_Brunei_1 10 10 10 2 0 5 3 0 3 0 2 2 0.1762358894 56.7421314355735 56.7421314355735 56.7421314355735 11.3484262871147 0 28.3710657177868 17.0226394306721 0 17.0226394306721 0 11.3484262871147 11.3484262871147 -172.083267574594 -324.338343241793 -230.733842222652 -40.0364771569477 -161.903209014151 -93.0534999012846 -198.913298734386 -13.6694590963043 -67.1324692569801 -14.3939635882955 -111.759813238831 -71.3196571944824
TBRU8.14E_Labritermes_buttelreepeni_1 28 64 54 6 66 17 54 5 28 5 28 21 0.0853498389 328.061544823841 749.854959597352 632.690122160266 70.2989024622517 773.287927084769 199.180223643047 632.690122160266 58.5824187185431 328.061544823841 58.5824187185431 328.061544823841 246.046158617881 -72.9799210724969 83.7454903978403 127.138566220671 -19.8395348787724 480.782589254227 -11.5466186128774 246.683638917789 34.824885746049 178.18955415419 31.9288014501126 114.181782663847 97.3737053451487
TBRU9.12E_Microcerotermes_serrula_1 31 44 29 6 14 21 27 3 7 3 10 7 0.0365836077 847.374054910391 1202.7244650341 792.704761045204 164.00788159556 382.685057056306 574.027585584458 738.035467180018 82.0039407977798 191.342528528153 82.0039407977798 273.346469325933 191.342528528153 353.927555591178 383.678546631413 170.141582242671 53.0756724552401 20.1032490300185 315.384309011046 260.77516142101 52.8335051817832 6.20918979852383 48.7722281834921 10.7619275567953 7.2544714335252
TBRU9.19E_Odontotermes_mathuri_1 4 5 3 1 1 7 0 0 3 0 0 0 0.0953562675 41.9479506158313 52.4349382697891 31.4609629618735 10.4869876539578 10.4869876539578 73.4089135777048 0 0 31.4609629618735 0 0 0 -340.132764234676 -582.293232403436 -450.08077264229 -75.384739143432 -267.639236222136 -127.485871392552 -367.281951183729 -22.6468499755075 -111.175689790134 -25.3038463350902 -203.885942919814 -141.405463344471
THAI005_Odontotermes_sp.6_1 6 22 7 0 2 8 3 1 2 1 4 0 0.0384085695 156.215138395092 572.788840782003 182.250994794274 0 52.0717127983639 208.286851193456 78.1075691975459 26.035856399182 52.0717127983639 26.035856399182 104.143425596728 0 -333.773319324949 -240.533789789012 -435.933298524878 -110.154051011676 -307.887647726053 -48.5632652347116 -395.737776329787 -2.93201403372721 -131.742052701133 -6.94968642860502 -156.618454054036 -182.76271120448
THAI021_Nasutitermes_sp.2_1 45 38 34 10 17 19 33 0 14 1 20 5 0.0342113715 1315.35211910461 1110.74178946611 993.82160110126 292.300470912135 496.91080055063 555.370894733057 964.591554010046 0 409.220659276989 29.2300470912135 584.60094182427 146.150235456068 817.410571471145 284.256268449653 365.566384986313 180.356747513218 130.920118488439 294.396720379238 482.892200659391 -29.4337465851246 222.372030186175 -4.32165736009962 319.647153171403 -39.6606157804036
THAI026_Dicuspiditermes_sp.2_1 35 53 34 14 26 19 50 4 31 8 37 19 0.0353396752 990.388276120885 1499.73081812591 962.091468231717 396.155310448354 735.717005118372 537.639349894195 1414.84039445841 113.187231556673 877.201044564213 226.374463113345 1046.98189189922 537.639349894195 494.584702625345 676.783785880363 336.543548616222 284.69269229544 371.347681497446 277.773817500209 935.252379692897 83.8787232343814 691.16825685593 192.974955974292 783.15498514164 352.647909053948
THAI027_Coptotermes_kalshoveni_Thailand_1 0 2 1 1 0 0 0 0 1 0 0 0 0.2487320772 0 8.04078035496742 4.02039017748371 4.02039017748371 0 0 0 0 4.02039017748371 0 0 0 -91.4554917639815 -145.683401451882 -109.50536471021 -16.452360567108 -57.7270851132353 -50.1916912404795 -80.2774283348736 -5.62260378412924 -27.714975418819 -4.6149254337217 -50.7034060496593 -30.0190227987503
THAI036_Termes_rostratus_1 5 8 11 0 1 4 2 0 2 0 1 0 0.0797213575 62.7184503224246 100.349520515879 137.980590709334 0 12.5436900644849 50.1747602579397 25.0873801289698 0 25.0873801289698 0 12.5436900644849 0 -348.988182823644 -583.411506709345 -381.07616599443 -92.5384045914804 -288.049705821165 -166.082481880728 -371.451400362535 -24.3822772083982 -128.854390731005 -27.4128452503867 -206.957460900334 -152.76003729299
THAI038_Mirocapritermes_sp.1_1 11 17 12 4 4 4 2 0 2 0 3 2 0.0309904493 354.948064596146 548.556099830408 387.216070468523 129.072023489508 129.072023489508 129.072023489508 64.5360117447539 0 64.5360117447539 0 96.8040176171308 64.5360117447539 -149.096669939806 -288.030599651275 -248.767553695666 15.7549087178726 -241.547083878413 -135.066945502737 -423.190493090561 -29.7912591068406 -124.641566210337 -33.9861758634322 -171.366634468259 -123.613976672701
THAI045_Oriensubulitermes_inanis_1 3 5 8 1 1 4 2 0 3 0 0 0 0.0374593719 80.0867672850649 133.477945475108 213.564712760173 26.6955890950216 26.6955890950216 106.782356380087 53.3911781900433 0 80.0867672850649 0 0 0 -411.700284129723 -682.821476760222 -406.897122802055 -83.8631968695333 -334.627756623443 -151.000416998096 -422.230353587326 -29.0732284659541 -104.413333535569 -33.1135804505685 -261.709881142286 -183.4520489967
THAI047_Macrotermes_carbonarius_Thailand_1 1 5 5 0 0 0 0 0 0 0 0 0 0.0558762499 17.896691381216 89.4834569060799 89.4834569060799 0 0 0 0 0 0 0 0 0 -438.993010263902 -669.058540623277 -486.788193566579 -102.705885525788 -334.858520151511 -239.686826586621 -441.15894414315 -27.0290112861926 -171.183428005119 -30.6293208209865 -243.316210727204 -170.077120509625
THAI052_Hospitalitermes_sp.D_1 23 35 26 3 19 13 10 0 9 0 6 4 0.0672352532 342.082447902494 520.560246808143 386.701897628906 44.6194497264123 282.589848267278 193.350948814453 148.731499088041 0 133.858349179237 0 89.2388994528246 59.4925996352164 -93.2835670898185 -202.358624052587 -162.31451130607 -53.2429915414231 -35.9459248394335 -35.1748156571901 -271.171907245517 -25.7681966306995 -29.1117361270568 -29.0971005754879 -142.732621748607 -102.335247744514
THAI055_Microcerotermes_sp.A_1 20 53 43 4 11 20 6 3 4 1 5 1 0.0848904336 235.597807100846 624.334188817243 506.53528526682 47.1195614201693 129.578793905465 235.597807100846 70.6793421302539 35.3396710651269 47.1195614201693 11.7798903550423 58.8994517752116 11.7798903550423 -166.314166133388 -43.2160276698533 -0.118585909816513 -43.2147649353741 -163.586703650793 24.4195651090619 -316.186803396508 11.5311455081821 -103.084610961812 -14.9356962678253 -155.439136776266 -137.226197805975
THAI061_Pericapritermes_sp.3_1 12 31 25 2 7 13 16 0 11 0 14 4 0.0367986492 326.098926479073 842.422226737605 679.372763498069 54.3498210798455 190.224373779459 353.273837018996 434.798568638764 0 298.92401593915 0 380.448747558919 108.699642159691 -166.940099953558 24.0507029443035 57.3255637711935 -56.4906950227238 -172.048422274921 94.8418546476726 -42.0593406587618 -29.1465666666198 113.946167043208 -33.2027055851303 118.078976310418 -75.2322448889467
THAI063_Schedorhinotermes_sp3_Thailand_1 0 0 2 0 0 0 0 0 0 0 0 0 0.179342181 0 0 11.1518661635993 0 0 0 0 0 0 0 0 0 -222.939420699849 -371.338790815325 -268.870748638354 -50.0603902085088 -157.43950646076 -118.372404035948 -210.123289219757 -13.3246702209005 -81.9090456520616 -13.9749547411071 -120.005862244436 -80.4121947250987
THAI066_Euhamitermes_hamatus_1 3 11 5 0 1 0 0 1 2 0 0 2 0.1127198969 26.6146446413224 97.5870303515155 44.3577410688707 0 8.87154821377414 0 0 8.87154821377414 17.7430964275483 0 0 17.7430964275483 -322.564475897558 -482.686823053988 -395.52101577132 -78.4679283395926 -244.303355287595 -183.833732943371 -334.790255259718 -11.847991958058 -112.338454878402 -22.9616598069804 -186.544193878894 -111.052341401138
THAI067_Hospitalitermes_sp.C_1 39 34 40 6 12 21 37 2 19 1 27 6 0.0880023165 443.170152231163 386.353466047681 454.53348946786 68.1800234201789 136.360046840358 238.630081970626 420.44347775777 22.726674473393 215.903407497233 11.3633372366965 306.810105390805 68.1800234201789 47.1547520210622 -271.437531624448 -44.6536068662616 -20.8274055865956 -152.333713533665 30.5094954283687 39.4004438978539 -0.736441590933894 67.9493410463168 -14.9324863264138 95.5794783750949 -78.5661154026466
THAI078_Mirocapritermes_sp.2_1 26 30 31 8 14 11 25 1 6 1 21 5 0.0289142528 899.210509773228 1037.55058819988 1072.13560780654 276.680156853301 484.190274493277 380.435215673289 864.625490166566 34.5850196066626 207.510117639976 34.5850196066626 726.285411739915 172.925098033313 391.231679813988 194.45270028422 431.170275688521 162.477758245512 110.587698471483 114.256229833844 373.013902103403 4.5633090327568 16.8313064415947 0.318784813153936 456.041179423504 -16.7326909849069
THAI091_Aciculitermes_maymyoensis_1 20 54 32 4 13 6 17 2 9 0 11 6 0.0649918522 307.730881995082 830.873381386721 492.369411192131 61.5461763990164 200.025073296803 92.3192645985245 261.57124969582 30.7730881995082 138.478896897787 0 169.251985097295 92.3192645985245 -131.886057033901 100.91894975707 -62.0299027835436 -37.2728441922651 -121.734439259218 -138.410807526573 -162.53012132867 4.75588091318648 -26.1133220356611 -29.3997137837235 -64.9601101364383 -71.1378126616899
THAI092_Schedorhinotermes_sp2_Thailand_1 0 0 1 0 0 0 0 0 0 0 0 0 0.12727246 0 0 7.85715935717751 0 0 0 0 0 0 0 0 0 -321.604094818131 -534.635359871086 -397.10360232028 -72.2627599525746 -232.263050580718 -169.534761774727 -307.558767863415 -19.1042501374091 -119.55904464495 -20.9986590738337 -172.009968840531 -118.226898971767
THAI093_Bulbitermes_makhamensis_1 26 28 33 6 8 13 11 2 9 1 3 7 0.0551654611 471.309393260922 507.563961973301 598.200383754247 108.763706137136 145.018274849514 235.654696630461 199.400127918082 36.2545687123786 163.145559205704 18.1272843561893 54.3818530685679 126.890990493325 13.0728484990739 -253.207150099674 20.2232385374957 5.7547424414542 -190.861640003474 -4.73053260099695 -243.088879947563 9.14666204141221 -8.55181811756391 -12.5979150344983 -189.644250775262 -43.702327678543
THAI096_Termes_rostratus_1 11 20 7 4 3 10 2 0 4 0 2 4 0.0448748004 245.126438489964 445.684433618116 155.989551766341 89.1368867236232 66.8526650427174 222.842216809058 44.5684433618116 0 89.1368867236232 0 44.5684433618116 89.1368867236232 -232.609436495438 -347.359361183982 -446.679411522233 -18.2599832136174 -283.814801771803 -27.6543487996737 -417.176965951884 -28.2501385624975 -90.001347926135 -32.113310499353 -209.735353653968 -88.9298398591197
THAI100_Bulbitermes_nr.laticephalus_1 16 24 11 7 3 10 3 0 2 0 6 1 0.0880313525 181.753426996365 272.630140494547 124.955481060001 79.5171243109096 34.0787675618184 113.595891872728 34.0787675618184 0 22.7191783745456 0 68.1575351236368 11.3595891872728 -214.206954146557 -385.069796978141 -374.161945147932 -9.47792383429108 -254.573268439857 -94.4961646488038 -346.909932675724 -23.459893157055 -125.213893046058 -26.2919068861032 -143.044092481089 -135.365462759506
THAI102_Odontotermes_longignathus_1 32 39 23 4 13 26 13 3 13 3 3 5 0.1174636776 272.424639291219 332.017529136173 195.805209490563 34.0530799114023 110.672509712058 221.345019424115 110.672509712058 25.5398099335517 110.672509712058 25.5398099335517 25.5398099335517 42.5663498892529 -67.765695291729 -233.379288291686 -232.691132417122 -42.3921148497607 -135.685639681836 42.1724023950716 -215.240944708166 5.34681492338928 -15.9789610183219 3.21804049694788 -156.266581006255 -82.7840019905085
THAI105_Sinocapritermes_sp.1_1 16 24 19 2 1 5 3 0 4 0 6 4 0.0405626986 394.451073331694 591.676609997541 468.410649581387 49.3063841664617 24.6531920832309 123.265960416154 73.9595762496926 0 98.6127683329235 0 147.919152499385 98.6127683329235 -91.4556178342259 -214.890426639465 -144.604941222832 -59.9291527868294 -332.210711606418 -131.467564612768 -395.854854652253 -28.7287686853902 -83.6434132792782 -32.6949715398609 -110.691312525244 -82.5855451129126
THAI108_NODE_1_length_15711_cov_281392_ID_711_1 36 47 30 3 13 15 34 1 5 1 17 6 0.0294089907 1224.11545391797 1598.15073150402 1020.09621159831 102.009621159831 442.041691692602 510.048105799156 1156.10903981142 34.0032070532771 170.016035266385 34.0032070532771 578.05451990571 204.019242319662 717.074081520245 756.604397929354 380.317973154465 -11.9818227208875 69.15004790508 244.355236592191 665.423230169264 4.03641087445277 -20.3050463133424 -0.196292358035177 308.304402057258 14.7207478589858
THAI95_Microcerotermes_crassus_1 5 8 6 0 2 5 1 0 1 0 0 0 0.0416512654 120.044372049258 192.070995278813 144.05324645911 0 48.0177488197033 120.044372049258 24.0088744098517 0 24.0088744098517 0 0 0 -363.79964072094 -611.082172026571 -466.35039413431 -108.771375399886 -307.281897861783 -133.619555467433 -443.768575591167 -28.6079410970292 -157.460198338761 -32.5481343530509 -257.523269955845 -180.407761263028
TP1.15A_Cryptotermes_sp3_Malaysia_1 37 84 52 4 37 17 54 2 17 3 26 21 0.0355227286 1041.58665334059 2364.68321298944 1463.85151280299 112.603962523307 1041.58665334059 478.566840724054 1520.15349406464 56.3019812616534 478.566840724054 84.4529718924801 731.925756401494 591.170803247361 546.129939857172 1542.31025703238 838.742818751528 1.21939778016081 677.480375188089 218.881171854516 1040.90801802036 27.0137913073878 292.66641324727 51.0781568956932 468.281672373584 406.312301667195
TP1.19B_Pericapritermes_sp.G_1 20 39 26 6 15 14 43 2 15 2 22 16 0.0451035219 443.424352633536 864.677487635395 576.451658423596 133.027305790061 332.568264475152 310.397046843475 953.362358162102 44.3424352633536 332.568264475152 44.3424352633536 487.766787896889 354.739482106829 -33.8781278218406 72.3509894790631 -25.6685014565524 25.7279620007215 -17.770532376907 60.1252170501234 492.044944013362 16.1176840884297 153.595411242449 12.2599770935251 233.691424163224 176.838860425577
TP1.19C_Termes_rostratus_1 5 17 13 0 1 2 1 0 2 1 0 0 0.063930285 78.2101941200481 265.914660008164 203.346504712125 0 15.6420388240096 31.2840776480192 15.6420388240096 0 31.2840776480192 15.6420388240096 0 0 -363.418262924225 -467.36896713575 -353.599975566819 -99.2716695978428 -307.642932649403 -200.489062882422 -410.445790093051 -26.135038001588 -134.075727576335 -13.900870160282 -235.272324725413 -164.228021466079
TP1.25B_Schedorhinotermes_spB_Malaysia_1 2 1 8 0 1 1 1 0 0 0 2 0 0.2302535398 8.68607710325416 4.34303855162708 34.7443084130166 0 4.34303855162708 4.34303855162708 4.34303855162708 0 0 0 8.68607710325416 0 -117.783600174675 -207.331938854618 -123.119579565993 -28.3519425628915 -79.9374759226222 -64.0051844080874 -110.512357585373 -7.67366496887219 -45.0966224100285 -7.10750232305878 -60.4725810628804 -43.4387303230521
TP1.6A_Odontotermes_minutus_1 8 12 9 0 0 5 2 0 0 0 0 3 0.0993686767 80.5082674508435 120.762401176265 90.5718008821989 0 0 50.3176671567772 20.1270668627109 0 0 0 0 30.1906002940663 -293.969505833159 -501.382397751839 -381.342401477563 -84.1608477891675 -272.360441555049 -146.634628571319 -339.64666258662 -22.201484815415 -139.735404206062 -24.7626109425919 -199.878589860558 -108.300922581727
TP1.8B_Odontotermes_hainanensis_1 9 8 12 1 2 3 1 0 0 0 0 1 0.0862932114 104.295573823088 92.7071767316334 139.06076509745 11.5883970914542 23.1767941829083 34.7651912743625 11.5883970914542 0 0 0 0 11.5883970914542 -294.958336109878 -570.443768979889 -364.227225574275 -78.1477891015105 -267.972929050134 -175.034717623768 -372.652800120841 -23.6528215077489 -149.189867297511 -26.5263653955882 -212.937578428112 -136.398948763823
TW5238_Stylotermes_sp._1 3 4 3 1 1 3 1 0 0 0 0 1 0.0882608116 33.9901701062536 45.3202268083381 33.9901701062536 11.3300567020845 11.3300567020845 33.9901701062536 11.3300567020845 0 0 0 0 11.3300567020845 -361.535418860137 -611.660100821067 -464.576682866656 -77.5671507848315 -276.992249415066 -173.876425853263 -369.229268136315 -23.4344238981354 -147.767156667884 -26.2609550614362 -210.97245765208 -135.228354674387
US12_Coptotermes_formosanus_US_1 0 1 0 1 0 0 0 0 0 0 0 0 0.183938872 0 5.43658873802379 0 5.43658873802379 0 0 0 0 0 0 0 0 -214.229348688181 -351.486456133329 -268.993132710061 -42.6637864901623 -150.834118430271 -113.855814646951 -201.521730018739 -12.8144515664545 -78.5853210728456 -13.3549053559202 -115.414963653808 -77.0739300418998
US1_Reticulitermes_nelsonae_US_1 2 15 6 1 3 5 0 3 1 0 1 1 0.133019814 15.0353540563513 112.765155422635 45.106062169054 7.51767702817567 22.553031084527 37.5883851408783 0 22.553031084527 7.51767702817567 0 7.51767702817567 7.51767702817567 -295.678326936585 -403.845848424939 -346.064271128779 -62.2944287609546 -201.451142987289 -126.299175616593 -296.804030231451 4.08671967837139 -107.885634339237 -20.2233963219646 -158.752180201973 -106.535308822165
WA1_Microcerotermes_sp.C_1 6 12 7 2 0 5 2 0 0 0 2 3 0.0250607939 239.417794342102 478.835588684204 279.320760065785 79.8059314473673 0 199.514828618418 79.8059314473673 0 0 0 79.8059314473673 119.708897171051 -275.862789098719 -376.347184751917 -370.890713663535 -36.0395702469808 -379.139948730563 -70.4504660198297 -419.016442560954 -30.4494327364181 -193.46512771627 -34.7860293200035 -194.28690392569 -72.7473975013511
WA2_Microcerotermes_newmani_1 28 41 35 5 9 11 14 0 7 1 5 12 0.0452741966 618.453823651064 905.59309891763 773.06727956383 110.438182794833 198.788729030699 242.964002148632 309.226911825532 0 154.613455912766 22.0876365589666 110.438182794833 265.051638707599 141.47474734175 113.801856038249 171.356643305606 3.21161417544991 -151.304810391507 -7.14012710992397 -151.771127247492 -28.2058068047711 -24.2359877421689 -9.97179923611412 -143.466721310442 87.274966476794
