Species	C_T	A_G	T_C	G_T	A_C	G_A	A_T	G_C	C_A	C_G	T_A	T_G	BranchLength	C_T_rate	A_G_rate	T_C_rate	G_T_rate	A_C_rate	G_A_rate	A_T_rate	G_C_rate	C_A_rate	C_G_rate	T_A_rate	T_G_rate
SING80_Coptotermes_kalshoveni_Singapore_1	2	0	2	0	1	0	0	0	0	0	0	0	0.0010023094	1995.3918420799	0	1995.3918420799	0	997.69592103995	0	0	0	0	0	0	0
SING86_Globitermes_globosus_1	30	61	43	5	26	22	28	2	5	0	12	17	0.0697737522	429.961110791459	874.2542586093	616.277592134424	71.6601851319098	372.632962685931	315.304814580403	401.297036738695	28.6640740527639	71.6601851319098	0	171.984444316584	243.644629448493
SING87_Macrotermes_carbonarius_Singapore_1	0	2	1	0	0	0	0	0	0	0	0	0	0.0006627901	0	3017.54658073499	1508.77329036749	0	0	0	0	0	0	0	0	0
SING88_Procapritermes_sp.G_1	36	65	48	4	41	19	54	5	9	2	46	15	0.1094332304	328.967717286723	593.969489545472	438.623623048964	36.5519685874136	374.65767802099	173.621850790215	493.451575930084	45.6899607342671	82.2419293216807	18.2759842937068	420.347638755257	137.069882202801
SING89_Mirocapritermes_connectens_1	7	15	6	2	0	7	4	0	0	0	1	1	0.0123047069	568.887991960215	1219.0456970576	487.618278823041	162.539426274347	0	568.887991960215	325.078852548694	0	0	0	81.2697131371735	81.2697131371735
SING91_Macrotermes_gilvus_Singapore_1	0	1	0	0	0	0	0	0	0	0	0	0	0.000272951	0	3663.66124322681	0	0	0	0	0	0	0	0	0	0
Sinocapritermes_mushae_Japan_1	20	15	9	5	3	9	11	1	7	0	10	4	0.0277562719	720.557864256979	540.418398192734	324.251038915641	180.139466064245	108.083679638547	324.251038915641	396.306825341338	36.027893212849	252.195252489943	0	360.278932128489	144.111572851396
T1.10e_Prohamitermes_mirabilis_1	15	25	15	3	4	7	6	0	2	0	3	2	0.023784927	630.651504627279	1051.08584104547	630.651504627279	126.130300925456	168.173734567274	294.30403549273	252.260601850912	0	84.0868672836372	0	126.130300925456	84.0868672836372
T1.15a_Leucopitermes_leucops_1	41	26	29	11	10	17	24	1	16	1	21	6	0.0634515144	646.162670626503	409.761693568026	457.041888979721	173.36071650955	157.600651372318	267.92110733294	378.241563293563	15.7600651372318	252.161042195708	15.7600651372318	330.961367881867	94.5603908233906
T13_Heterotermes_tenuis_FG_1	23	41	21	3	2	9	3	0	9	2	5	4	0.0281467805	817.144966188939	1456.64972233681	746.08888217251	106.584126024644	71.0560840164295	319.752378073933	106.584126024644	0	319.752378073933	71.0560840164295	177.640210041074	142.112168032859
T1.6c_Procapritermes_sp.A_1	30	24	23	8	13	15	34	1	9	1	31	8	0.0728046118	412.061808425164	329.649446740131	315.914053125959	109.883148913377	178.560116984238	206.030904212582	467.003382881852	13.7353936141721	123.618542527549	13.7353936141721	425.797202039336	109.883148913377
T1.6d_Pericapritermes_dolichocephalus_1	2	2	1	0	0	2	0	0	0	0	3	0	0.0021830215	916.161384576377	916.161384576377	458.080692288189	0	0	916.161384576377	0	0	0	0	1374.24207686457	0
T2.13c_Schedorhinotermes_longirostris_Singapore_1	12	24	14	1	2	11	2	0	1	2	7	1	0.021373561	561.441305919963	1122.88261183993	655.014856906624	46.7867754933303	93.5735509866606	514.654530426633	93.5735509866606	0	46.7867754933303	93.5735509866606	327.507428453312	46.7867754933303
T2.13d_Nasutitermes_matangensis_1	0	2	0	0	0	0	0	0	0	0	0	0	0.0008620252	0	2320.11778773985	0	0	0	0	0	0	0	0	0	0
T2.19a_Oriensubulitermes_inanis_1	1	3	9	0	3	3	1	0	0	0	0	0	0.0050906102	196.440104567425	589.320313702275	1767.96094110682	0	589.320313702275	589.320313702275	196.440104567425	0	0	0	0	0
T2.1c_Microcerotermes_havilandi_1	19	42	39	6	5	7	7	1	2	0	4	3	0.0305114993	622.716039391745	1376.53019233965	1278.20660717253	196.647170334235	163.872641945196	229.421698723274	229.421698723274	32.7745283890392	65.5490567780784	0	131.098113556157	98.3235851671176
T2.1d_Schedorhinotermes_translucens_Singapore_1	10	10	5	0	1	3	2	0	2	0	2	0	0.0085595665	1168.28346388804	1168.28346388804	584.141731944018	0	116.828346388804	350.485039166411	233.656692777607	0	233.656692777607	0	233.656692777607	0
T2.1e_Amitermes_dentatus_1	1	0	1	0	0	3	0	0	0	0	0	0	0.0010764929	928.942494650917	0	928.942494650917	0	0	2786.82748395275	0	0	0	0	0	0
T2.5f_Nasutitermes_matangensis_1	0	1	4	0	0	4	0	0	1	0	0	0	0.0020050285	0	498.746027799605	1994.98411119842	0	0	1994.98411119842	0	0	498.746027799605	0	0	0
T3.10E_Bulbitermes_sp.B_1	25	50	37	4	11	14	20	2	7	0	11	9	0.0509527288	490.650855975353	981.301711950705	726.163266843522	78.5041369560564	215.886376629155	274.764479346197	392.520684780282	39.2520684780282	137.382239673099	0	215.886376629155	176.634308151127
T4.12_Odontotermes_sp.A_1	35	52	42	2	14	28	15	7	11	2	9	10	0.0557346755	627.975307759709	932.991885814424	753.570369311651	35.8843033005548	251.190123103884	502.380246207767	269.132274754161	125.595061551942	197.363668153051	35.8843033005548	161.479364852497	179.421516502774
T4.14A_Euhamitermes_hamatus_1	3	14	5	2	2	1	1	0	0	0	0	0	0.0052566202	570.708912924696	2663.30826031525	951.181521541161	380.472608616464	380.472608616464	190.236304308232	190.236304308232	0	0	0	0	0
T6.9a_Parrhinotermes_spB_Singapore_1	13	27	30	1	4	4	3	1	5	1	9	1	0.0259605557	500.759696757955	1040.0393701896	1155.59930021067	38.5199766736888	154.079906694755	154.079906694755	115.559930021067	38.5199766736888	192.599883368444	38.5199766736888	346.6797900632	38.5199766736888
Tamolanica_1	9	32	45	6	29	4	128	0	3	3	86	18	0.3419720194	26.3179426661595	93.5749072574562	131.589713330798	17.545295110773	84.8022597020696	11.696863407182	374.299629029825	0	8.77264755538651	8.77264755538651	251.482563254413	52.6358853323191
TBRU1.1b_Parrhinotermes_aequalis_spB_Brunei_1	19	37	24	8	3	11	7	2	3	0	3	4	0.0317556544	598.318641482633	1165.14682815039	755.77091555701	251.923638519003	94.4713644446263	346.39500296363	220.433183704128	62.9809096297509	94.4713644446263	0	94.4713644446263	125.961819259502
TBRU1.20_Schedorhinotermes_spA_Brunei_1	7	15	12	2	3	8	1	0	2	1	1	0	0.0126866983	551.759002576738	1182.3407198073	945.872575845837	157.645429307639	236.468143961459	630.581717230558	78.8227146538197	0	157.645429307639	78.8227146538197	78.8227146538197	0
TBRU1.22c_Parrhinotermes_microdentiformis_spA_Brunei_1	51	51	41	4	17	21	26	0	12	0	18	17	0.0856229889	595.634427800266	595.634427800266	478.843363525704	46.7164257098248	198.544809266755	245.26123497658	303.656767113861	0	140.149277129474	0	210.223915694211	198.544809266755
TBRU1-3_Coptotermes_travians_Brunei_1	0	2	3	0	0	0	0	0	0	0	0	0	0.0008882668	0	2251.57576529934	3377.36364794902	0	0	0	0	0	0	0	0	0
TBRU2.3A_Schedorhinotermes_sarawakensis_Brunei_1	39	31	28	8	21	16	10	1	16	1	6	10	0.0467954815	833.413798723281	662.457122062095	598.34836831415	170.956676661186	448.761276235613	341.913353322372	213.695845826482	21.3695845826482	341.913353322372	21.3695845826482	128.217507495889	213.695845826482
TBRU3.12b_Nasutitermes_neoparvus_1	18	38	21	8	6	9	7	0	11	0	10	4	0.038614296	466.148599472071	984.091487774372	543.840032717416	207.177155320921	155.38286649069	233.074299736036	181.280010905805	0	284.868588566266	0	258.971444151151	103.58857766046
TBRU3.18a_Microcerotermes_nr.havilandi_1	18	37	41	4	6	15	9	0	6	2	2	8	0.034168139	526.806566784337	1082.88016505669	1199.94829100877	117.068125952075	175.602188928112	439.005472320281	263.403283392168	0	175.602188928112	58.5340629760374	58.5340629760374	234.13625190415
TBRU3.23a_Orientotermes_emersoni_1	64	28	17	13	54	26	79	4	29	7	58	21	0.1702638119	375.887273319058	164.450682077088	99.8450569753748	76.3521023929337	317.154886862955	152.704204785867	463.985853003212	23.4929545824411	170.323920722698	41.112670519272	340.647841445396	123.338011557816
TBRU3.23b_Pericapritermes_dolichocephalus_1	3	7	15	2	3	6	4	0	1	0	5	2	0.0144641475	207.40938931935	483.95524174515	1037.04694659675	138.2729262129	207.40938931935	414.8187786387	276.5458524258	0	69.1364631064499	0	345.68231553225	138.2729262129
TBRU3.4a_Nasutitermes_longirostris_1	0	3	1	0	0	3	2	0	0	0	1	0	0.0017958607	0	1670.50818585205	556.836061950685	0	0	1670.50818585205	1113.67212390137	0	0	0	556.836061950685	0
TBRU4.10A_Coptotermes_sepangensis_1	8	15	9	2	0	7	1	1	2	0	2	0	0.0100127947	798.977731961288	1498.08324742741	898.849948456448	199.744432990322	0	699.105515466127	99.8722164951609	99.8722164951609	199.744432990322	0	199.744432990322	0
TBRU4-16A_Coptotermes_travians_Brunei_1	1	2	1	0	0	0	0	0	0	0	0	0	0.0004296749	2327.34097337312	4654.68194674625	2327.34097337312	0	0	0	0	0	0	0	0	0
TBRU5.14a_Prohamitermes_mirabilis_1	11	19	18	2	4	7	9	1	4	0	7	3	0.0206754783	532.031222706949	918.963021039276	870.596546247735	96.7329495830817	193.465899166163	338.565323540786	435.298273123868	48.3664747915409	193.465899166163	0	338.565323540786	145.099424374623
TBRU5.3b_Oriensubulitermes_inanis_1	3	11	7	3	1	1	1	0	2	0	0	1	0.0095089296	315.49292361992	1156.80738660637	736.150155113148	315.49292361992	105.164307873307	105.164307873307	105.164307873307	0	210.328615746614	0	0	105.164307873307
TBRU5.4a_Glyptotermes_1	50	79	58	8	49	18	60	3	15	3	24	24	0.1455579772	343.505735390228	542.73906191656	398.466653052664	54.9609176624364	336.635620682423	123.662064740482	412.206882468273	20.6103441234137	103.051720617068	20.6103441234137	164.882752987309	164.882752987309
TBRU5.4b_Schedorhinotermes_spB_Brunei_1	10	10	10	2	0	5	3	0	3	0	2	2	0.0099756232	1002.44363680457	1002.44363680457	1002.44363680457	200.488727360913	0	501.221818402283	300.73309104137	0	300.73309104137	0	200.488727360913	200.488727360913
TBRU7.17B_Heterotermes_tenuior_Brunei_1	39	67	42	9	36	21	31	4	18	2	14	17	0.0879789195	443.28800832795	761.546065589041	477.387085891638	102.297232691065	409.188930764261	238.693542945819	352.35713482478	45.4654367515846	204.594465382131	22.7327183757923	159.129028630546	193.228106194234
TBRU8.14E_Labritermes_buttelreepeni_1	28	64	54	6	66	17	54	5	28	5	28	21	0.1135081166	246.678394803002	563.836330978291	475.736904262933	52.8596560292147	581.456216321362	149.769025416108	475.736904262933	44.049713357679	246.678394803002	44.049713357679	246.678394803002	185.008796102252
TBRU8.15B_Procapritermes_martyni_1	23	32	24	5	12	13	34	1	8	3	30	6	0.0672352532	342.082447902494	475.940797081731	356.955597811298	74.3657495440205	178.477798905649	193.350948814453	505.687096899339	14.8731499088041	118.985199270433	44.6194497264123	446.194497264123	89.2388994528246
TBRU9.12E_Microcerotermes_serrula_1	31	44	29	6	14	21	27	3	7	3	10	7	0.0640231742	484.199672811599	687.251148506786	452.960984243109	93.7160657054708	218.670819979432	328.006229969148	421.722295674618	46.8580328527354	109.335409989716	46.8580328527354	156.193442842451	109.335409989716
TBRU9.19A_Macrotermes_sp.B_1	25	38	23	7	17	14	12	0	11	2	17	11	0.0572918691	436.362094529745	663.270383685213	401.453126967366	122.181386468329	296.726224280227	244.362772936657	209.453805374278	0	191.999321593088	34.9089675623796	296.726224280227	191.999321593088
TBRU9.19E_Odontotermes_mathuri_1	4	5	3	1	1	7	0	0	3	0	0	0	0.0052562424	760.99991126741	951.249889084263	570.749933450558	190.249977816853	190.249977816853	1331.74984471797	0	0	570.749933450558	0	0	0
THAI005_Odontotermes_sp.6_1	6	22	7	0	2	8	3	1	2	1	4	0	0.0117839514	509.167069375388	1866.94592104309	594.028247604619	0	169.722356458463	678.889425833851	254.583534687694	84.8611782292313	169.722356458463	84.8611782292313	339.444712916925	0
THAI008_Hypotermes_makhamensis_1	27	46	22	4	13	18	10	1	10	0	2	8	0.0373067543	723.729536557406	1233.02069191262	589.705548306034	107.219190601097	348.462369453566	482.486357704937	268.047976502743	26.8047976502743	268.047976502743	0	53.6095953005486	214.438381202194
THAI021_Nasutitermes_sp.2_1	45	38	34	10	17	19	33	0	14	1	20	5	0.0769674509	584.662730463378	493.715194613519	441.745174127886	129.925051214084	220.872587063943	246.85759730676	428.752669006477	0	181.895071699718	12.9925051214084	259.850102428168	64.962525607042
THAI023_Parrhinotermes_spA_Thailand_1	28	33	30	0	8	16	8	1	8	2	5	6	0.0423590642	661.015547175379	779.054037742411	708.230943402192	0	188.861584907251	377.723169814502	188.861584907251	23.6076981134064	188.861584907251	47.2153962268128	118.038490567032	141.646188680438
THAI024_Pericapritermes_sp.4_1	0	4	2	1	1	0	0	0	1	0	1	0	0.0021211338	0	1885.78391424435	942.891957122177	471.445978561088	471.445978561088	0	0	0	471.445978561088	0	471.445978561088	0
THAI026_Dicuspiditermes_sp.2_1	35	53	34	14	26	19	50	4	31	8	37	19	0.1128526508	310.13892674996	469.638946221368	301.277814557104	124.055570699984	230.388917014256	168.361131664264	443.0556096428	35.444448771424	274.694477978536	70.888897542848	327.861151135672	168.361131664264
THAI027_Coptotermes_kalshoveni_Thailand_1	0	2	1	1	0	0	0	0	1	0	0	0	0.0005270411	0	3794.7704647702	1897.3852323851	1897.3852323851	0	0	0	0	1897.3852323851	0	0	0
THAI028_Pericapritermes_sp.2_1	9	16	27	5	3	12	10	0	9	0	5	3	0.0342113715	263.070423820922	467.680753459416	789.211271462765	146.150235456068	87.6901412736406	350.760565094562	292.300470912135	0	263.070423820922	0	146.150235456068	87.6901412736406
THAI031_Glyptotermes_sp3_Thailand_1	25	78	55	8	82	16	71	5	16	5	35	34	0.1762358894	141.855328588934	442.588625197474	312.081722895654	45.3937051484588	465.285477771703	90.7874102969176	402.869133192572	28.3710657177868	90.7874102969176	28.3710657177868	198.597460024507	192.92324688095
THAI036_Termes_rostratus_1	5	8	11	0	1	4	2	0	2	0	1	0	0.0078544898	636.578584645944	1018.52573543351	1400.47288622108	0	127.315716929189	509.262867716755	254.631433858377	0	254.631433858377	0	127.315716929189	0
THAI037_Procapritermes_sp.1_1	35	39	25	7	16	12	61	1	7	3	40	14	0.0880023165	397.716803284377	443.170152231163	284.083430917412	79.5433606568754	181.813395787144	136.360046840358	693.163571438486	11.3633372366965	79.5433606568754	34.0900117100895	454.53348946786	159.086721313751
THAI038_Mirocapritermes_sp.1_1	11	17	12	4	4	4	2	0	2	0	3	2	0.0154023472	714.176862601825	1103.72787856646	779.102031929263	259.700677309754	259.700677309754	259.700677309754	129.850338654877	0	129.850338654877	0	194.775507982316	129.850338654877
THAI045_Oriensubulitermes_inanis_1	3	5	8	1	1	4	2	0	3	0	0	0	0.0067899346	441.830470649894	736.384117749823	1178.21458839972	147.276823549965	147.276823549965	589.107294199859	294.553647099929	0	441.830470649894	0	0	0
THAI046_Nasutitermes_matangensis_1	0	1	0	0	0	0	0	0	0	0	0	0	0.0004557085	0	2194.3852265209	0	0	0	0	0	0	0	0	0	0
THAI047_Macrotermes_carbonarius_Thailand_1	1	5	5	0	0	0	0	0	0	0	0	0	0.0014991007	667.066595326118	3335.33297663059	3335.33297663059	0	0	0	0	0	0	0	0	0
THAI049_Amitermes_dentatus_1	1	4	4	0	0	3	0	0	0	0	0	0	0.0030227916	330.82002742101	1323.28010968404	1323.28010968404	0	0	992.460082263031	0	0	0	0	0	0
THAI052_Hospitalitermes_sp.D_1	23	35	26	3	19	13	10	0	9	0	6	4	0.0365836077	628.696879449645	956.712642640764	710.700820247425	82.0039407977798	519.358291719272	355.350410123712	273.346469325933	0	246.011822393339	0	164.00788159556	109.338587730373
THAI053_Nasutitermes_matangensis_1	0	1	1	0	0	2	0	0	1	0	0	0	0.0006802504	0	1470.04691213706	1470.04691213706	0	0	2940.09382427412	0	0	1470.04691213706	0	0	0
THAI055_Microcerotermes_sp.A_1	20	53	43	4	11	20	6	3	4	1	5	1	0.0433639812	461.21226526129	1222.21250294242	991.606370311774	92.242453052258	253.66674589371	461.21226526129	138.363679578387	69.1818397891935	92.242453052258	23.0606132630645	115.303066315323	23.0606132630645
THAI056_Nasutitermes_sp.1_1	21	27	23	4	8	14	17	0	7	1	17	6	0.0452741966	463.840367738298	596.366187092097	508.015640856231	88.3505462358663	176.701092471733	309.226911825532	375.489821502432	0	154.613455912766	22.0876365589666	375.489821502432	132.525819353799
THAI061_Pericapritermes_sp.3_1	12	31	25	2	7	13	16	0	11	0	14	4	0.0365887992	327.969221793975	847.253822967768	683.26921207078	54.6615369656624	191.315379379818	355.299990276806	437.292295725299	0	300.638453311143	0	382.630758759637	109.323073931325
THAI063_Schedorhinotermes_sp3_Thailand_1	0	0	2	0	0	0	0	0	0	0	0	0	0.0008657358	0	0	2310.1736118571	0	0	0	0	0	0	0	0	0
THAI064_Odontotermes_javanicus_1	14	22	16	1	2	8	2	0	3	0	1	1	0.0136101414	1028.64471341936	1616.44169251614	1175.59395819356	73.4746223870973	146.949244774195	587.796979096779	146.949244774195	0	220.423867161292	0	73.4746223870973	73.4746223870973
THAI066_Euhamitermes_hamatus_1	3	11	5	0	1	0	0	1	2	0	0	2	0.0042192253	711.031003724783	2607.11368032421	1185.05167287464	0	237.010334574928	0	0	237.010334574928	474.020669149856	0	0	474.020669149856
THAI067_Hospitalitermes_sp.C_1	39	34	40	6	12	21	37	2	19	1	27	6	0.0787379284	495.314022003149	431.812224310438	508.014381541692	76.2021572312538	152.404314462508	266.707550309388	469.913302926065	25.4007190770846	241.306831232304	12.7003595385423	342.909707540642	76.2021572312538
THAI071_Macrotermes_annandalei_1	17	31	24	1	8	11	8	1	7	2	4	7	0.0370956951	458.2742001241	835.676482579241	646.975341351671	26.9573058896529	215.658447117224	296.530364786182	215.658447117224	26.9573058896529	188.701141227571	53.9146117793059	107.829223558612	188.701141227571
THAI074_Odontotermes_sp.7_1	8	30	19	3	2	4	2	0	2	0	0	1	0.0124033462	644.987237395663	2418.70214023374	1531.8446888147	241.870214023374	161.246809348916	322.493618697832	161.246809348916	0	161.246809348916	0	0	80.6234046744579
THAI076_Globitermes_sulphureus_1	32	58	48	9	38	10	33	2	12	1	19	14	0.0821869452	389.356240484772	705.70818587865	584.034360727158	109.506442636342	462.360535575667	121.673825151491	401.523622999921	24.3347650302983	146.00859018179	12.1673825151491	231.180267787834	170.343355212088
THAI078_Mirocapritermes_sp.2_1	26	30	31	8	14	11	25	1	6	1	21	5	0.0551654611	471.309393260922	543.818530685679	561.945815041869	145.018274849514	253.78198098665	199.400127918082	453.182108904733	18.1272843561893	108.763706137136	18.1272843561893	380.672971479976	90.6364217809466
THAI091_Aciculitermes_maymyoensis_1	20	54	32	4	13	6	17	2	9	0	11	6	0.0503944871	396.86880750097	1071.54578025262	634.990092001551	79.3737615001939	257.96472487563	119.060642250291	337.338486375824	39.686880750097	178.590963375436	0	218.277844125533	119.060642250291
THAI092_Schedorhinotermes_sp2_Thailand_1	0	0	1	0	0	0	0	0	0	0	0	0	8.99683e-05	0	0	11115.0260702936	0	0	0	0	0	0	0	0	0
THAI093_Bulbitermes_makhamensis_1	26	28	33	6	8	13	11	2	9	1	3	7	0.0416512654	624.230734656143	672.248483475847	792.292855525105	144.05324645911	192.070995278813	312.115367328072	264.097618508368	48.0177488197033	216.079869688665	24.0088744098517	72.026623229555	168.062120868962
THAI096_Termes_rostratus_1	11	20	7	4	3	10	2	0	4	0	2	4	0.0182796486	601.762114836278	1094.11293606596	382.939527623086	218.822587213192	164.116940409894	547.05646803298	109.411293606596	0	218.822587213192	0	109.411293606596	218.822587213192
THAI098_Reticulitermes_sp.A_1	20	38	37	1	3	22	5	3	8	2	7	6	0.0409120165	488.853928771758	928.822464666341	904.379768227753	24.4426964385879	73.3280893157637	537.739321648934	122.21348219294	73.3280893157637	195.541571508703	48.8853928771758	171.098875070115	146.656178631527
THAI100_Bulbitermes_nr.laticephalus_1	16	24	11	7	3	10	3	0	2	0	6	1	0.0250607939	638.447451578938	957.671177368407	438.93262296052	279.320760065785	119.708897171051	399.029657236836	119.708897171051	0	79.8059314473673	0	239.417794342102	39.9029657236836
THAI102_Odontotermes_longignathus_1	32	39	23	4	13	26	13	3	13	3	3	5	0.0406796784	786.63355411384	958.709644076242	565.392867019322	98.32919426423	319.569881358747	639.139762717495	319.569881358747	73.7468956981725	319.569881358747	73.7468956981725	73.7468956981725	122.911492830287
THAI105_Sinocapritermes_sp.1_1	16	24	19	2	1	5	3	0	4	0	6	4	0.0277314447	576.962367921639	865.443551882459	685.142811906947	72.1202959902049	36.0601479951025	180.300739975512	108.180443985307	0	144.24059198041	0	216.360887970615	144.24059198041
THAI107_Bulbitermes_laticephalus_1	9	19	14	1	2	5	3	1	3	0	4	0	0.0194533448	462.645374999985	976.695791666634	719.670583333309	51.4050416666649	102.81008333333	257.025208333325	154.215124999995	51.4050416666649	154.215124999995	0	205.62016666666	0
THAI115_Odontotermes_sp.10_1	17	63	41	4	15	9	14	2	9	4	3	4	0.0418669426	406.048279245497	1504.76715249802	979.292908768552	95.5407715871758	358.277893451909	214.966736071146	334.392700555115	47.7703857935879	214.966736071146	95.5407715871758	71.6555786903818	95.5407715871758
THAI95_Microcerotermes_crassus_1	5	8	6	0	2	5	1	0	1	0	0	0	0.0055100146	907.438611868651	1451.90177898984	1088.92633424238	0	362.97544474746	907.438611868651	181.48772237373	0	181.48772237373	0	0	0
TP1.15A_Cryptotermes_sp3_Malaysia_1	37	84	52	4	37	17	54	2	17	3	26	21	0.109148983	338.986209335546	769.590313086105	476.413050958065	36.647157766005	338.986209335546	155.750420505521	494.736629841068	18.3235788830025	155.750420505521	27.4853683245038	238.206525479033	192.397578271526
TP1.19B_Pericapritermes_sp.G_1	20	39	26	6	15	14	43	2	15	2	22	16	0.0649918522	307.730881995082	600.07521989041	400.050146593606	92.3192645985245	230.798161496311	215.411617396557	661.621396289426	30.7730881995082	230.798161496311	30.7730881995082	338.50397019459	246.184705596065
TP1.19C_Termes_rostratus_1	5	17	13	0	1	2	1	0	2	1	0	0	0.0084768795	589.839692778457	2005.45495544675	1533.58320122399	0	117.967938555691	235.935877111383	117.967938555691	0	235.935877111383	117.967938555691	0	0
TP1.25B_Schedorhinotermes_spB_Malaysia_1	2	1	8	0	1	1	1	0	0	0	2	0	0.0030493452	655.878514508623	327.939257254312	2623.51405803449	0	327.939257254312	327.939257254312	327.939257254312	0	0	0	655.878514508623	0
TP1.6A_Odontotermes_minutus_1	8	12	9	0	0	5	2	0	0	0	0	3	0.0096930673	825.332142282763	1237.99821342414	928.498660068109	0	0	515.832588926727	206.333035570691	0	0	0	0	309.499553356036
TP1.8B_Odontotermes_hainanensis_1	9	8	12	1	2	3	1	0	0	0	0	1	0.0080123615	1123.26434597341	998.457196420805	1497.68579463121	124.807149552601	249.614299105201	374.421448657802	124.807149552601	0	0	0	0	124.807149552601
TW5238_Stylotermes_sp._1	3	4	3	1	1	3	1	0	0	0	0	1	0.0034356113	873.20704760751	1164.27606347668	873.20704760751	291.06901586917	291.06901586917	873.20704760751	291.06901586917	0	0	0	0	291.06901586917
US12_Coptotermes_formosanus_US_1	0	1	0	1	0	0	0	0	0	0	0	0	0.0008375804	0	1193.91523488372	0	1193.91523488372	0	0	0	0	0	0	0	0
US1_Reticulitermes_nelsonae_US_1	2	15	6	1	3	5	0	3	1	0	1	1	0.0078772015	253.897275574327	1904.22956680745	761.69182672298	126.948637787163	380.84591336149	634.743188935817	0	380.84591336149	126.948637787163	0	126.948637787163	126.948637787163
WA1_Microcerotermes_sp.C_1	6	12	7	2	0	5	2	0	0	0	2	3	0.0082462157	727.606482571151	1455.2129651423	848.874229666343	242.535494190384	0	606.338735475959	242.535494190384	0	0	0	242.535494190384	363.803241285575
WA2_Microcerotermes_newmani_1	28	41	35	5	9	11	14	0	7	1	5	12	0.0453580102	617.311030103344	903.919722651326	771.63878762918	110.234112518454	198.421402533218	242.5150475406	308.655515051672	0	154.327757525836	22.0468225036909	110.234112518454	264.56187004429
