Species	C_T	A_G	T_C	G_T	G_A	A_T	G_C	A_C	C_A	C_G	T_A	T_G	BranchLength	sumOfSubs	C_T_fr	A_G_fr	T_C_fr	G_T_fr	G_A_fr	A_T_fr	G_C_fr	A_C_fr	C_A_fr	C_G_fr	T_A_fr	T_G_fr	Taxonomy	Worker	diet.wood.soil	Soldier	TsTv	Ts	Tv	Cockroaches
SING86_Globitermes_globosus_1	26	59	38	5	21	27	2	21	5	1	12	17	0.067194186	234	0.111111111	0.252136752	0.162393162	0.021367521	0.08974359	0.115384615	0.008547009	0.08974359	0.021367521	0.004273504	0.051282051	0.072649573	Amitermes-group	1	wood	1	1.6	144	90	0
SING88_Procapritermes_sp.G_1	28	66	48	3	15	50	5	35	9	1	45	14	0.100273444	319	0.087774295	0.206896552	0.150470219	0.009404389	0.047021944	0.156739812	0.015673981	0.109717868	0.028213166	0.003134796	0.141065831	0.043887147	Pericapritermes-group	1	Soil	1	0.969135802469136	157	162	0
Sinocapritermes_mushae_Japan_1	17	15	11	4	9	11	1	3	7	0	10	4	0.027267818	92	0.184782609	0.163043478	0.119565217	0.043478261	0.097826087	0.119565217	0.010869565	0.032608696	0.076086957	0	0.108695652	0.043478261	Termes-group	1	Soil	1	1.3	52	40	0
T1.15a_Leucopitermes_leucops_1	37	27	34	9	10	26	1	8	14	1	21	6	0.058329743	194	0.190721649	0.139175258	0.175257732	0.046391753	0.051546392	0.134020619	0.005154639	0.041237113	0.072164948	0.005154639	0.108247423	0.030927835	Nasutitermitinae	1	Soil	1	1.25581395348837	108	86	0
T1.6c_Procapritermes_sp.A_1	22	22	27	6	13	36	1	12	8	1	30	9	0.067682335	187	0.117647059	0.117647059	0.144385027	0.032085561	0.069518717	0.192513369	0.005347594	0.064171123	0.042780749	0.005347594	0.160427807	0.048128342	Pericapritermes-group	1	Soil	1	0.815533980582524	84	103	0
T2.13c_Schedorhinotermes_longirostris_Singapore_1	12	24	13	1	11	2	0	1	1	2	7	1	0.020639392	75	0.16	0.32	0.173333333	0.013333333	0.146666667	0.026666667	0	0.013333333	0.013333333	0.026666667	0.093333333	0.013333333	Rhinotermitinae	1	Wood	1	4	60	15	0
T2.1c_Microcerotermes_havilandi_1	15	42	39	4	7	10	1	3	2	0	4	3	0.029123801	130	0.115384615	0.323076923	0.3	0.030769231	0.053846154	0.076923077	0.007692308	0.023076923	0.015384615	0	0.030769231	0.023076923	Microcerotermes	1	Wood	1	3.81481481481481	103	27	0
TBRU1.1b_Parrhinotermes_aequalis_spB_Brunei_1	18	36	24	8	9	6	2	4	3	0	3	4	0.03039734	117	0.153846154	0.307692308	0.205128205	0.068376068	0.076923077	0.051282051	0.017094017	0.034188034	0.025641026	0	0.025641026	0.034188034	Rhinotermitinae	1	Wood	1	2.9	87	30	0
TBRU1.22c_Parrhinotermes_microdentiformis_spA_Brunei_1	48	49	43	4	17	25	1	15	8	1	19	16	0.080546396	246	0.195121951	0.199186992	0.174796748	0.016260163	0.069105691	0.101626016	0.004065041	0.06097561	0.032520325	0.004065041	0.077235772	0.06504065	Rhinotermitinae	1	Wood	1	1.76404494382022	157	89	0
TBRU3.18a_Microcerotermes_nr.havilandi_1	16	33	42	3	13	9	0	5	4	3	2	6	0.032328457	136	0.117647059	0.242647059	0.308823529	0.022058824	0.095588235	0.066176471	0	0.036764706	0.029411765	0.022058824	0.014705882	0.044117647	Microcerotermes	1	Wood	1	3.25	104	32	0
TBRU5.4a_Glyptotermes_1	47	76	56	5	17	58	3	50	12	3	24	23	0.133375807	374	0.125668449	0.203208556	0.14973262	0.013368984	0.045454545	0.155080214	0.00802139	0.13368984	0.032085561	0.00802139	0.064171123	0.061497326	Kalotermitidae	0	wood	1	1.10112359550562	196	178	0
TBRU8.14E_Labritermes_buttelreepeni_1	24	61	53	6	15	56	5	63	26	5	30	22	0.106772448	366	0.06557377	0.166666667	0.144808743	0.016393443	0.040983607	0.153005464	0.013661202	0.172131148	0.071038251	0.013661202	0.081967213	0.06010929	Foraminitermitinae	1	Soil	1	0.71830985915493	153	213	0
TBRU9.12E_Microcerotermes_serrula_1	28	42	29	5	19	27	3	14	7	3	10	7	0.061156273	194	0.144329897	0.216494845	0.149484536	0.025773196	0.097938144	0.139175258	0.015463918	0.072164948	0.036082474	0.015463918	0.051546392	0.036082474	Microcerotermes	1	Wood	1	1.55263157894737	118	76	0
THAI021_Nasutitermes_sp.2_1	42	35	34	7	17	30	0	15	15	1	19	5	0.072078996	220	0.190909091	0.159090909	0.154545455	0.031818182	0.077272727	0.136363636	0	0.068181818	0.068181818	0.004545455	0.086363636	0.022727273	Nasutitermitinae	1	Wood	1	1.39130434782609	128	92	0
THAI026_Dicuspiditermes_sp.2_1	30	50	36	12	18	51	3	22	28	8	35	19	0.105232883	312	0.096153846	0.16025641	0.115384615	0.038461538	0.057692308	0.163461538	0.009615385	0.070512821	0.08974359	0.025641026	0.112179487	0.060897436	Pericapritermes-group	1	Soil	1	0.752808988764045	134	178	0
THAI052_Hospitalitermes_sp.D_1	21	33	26	3	13	9	0	17	9	0	6	4	0.034903978	141	0.14893617	0.234042553	0.184397163	0.021276596	0.092198582	0.063829787	0	0.120567376	0.063829787	0	0.042553191	0.028368794	Nasutitermitinae	1	Wood	1	1.9375	93	48	0
THAI055_Microcerotermes_sp.A_1	19	50	46	4	19	5	2	9	4	1	4	1	0.04045957	164	0.115853659	0.304878049	0.280487805	0.024390244	0.115853659	0.030487805	0.012195122	0.054878049	0.024390244	0.006097561	0.024390244	0.006097561	Microcerotermes	1	Wood	1	4.46666666666667	134	30	0
THAI061_Pericapritermes_sp.3_1	11	30	24	3	13	15	0	6	10	0	13	4	0.034887031	129	0.085271318	0.23255814	0.186046512	0.023255814	0.100775194	0.11627907	0	0.046511628	0.07751938	0	0.100775194	0.031007752	Pericapritermes-group	1	Soil	1	1.52941176470588	78	51	0
THAI067_Hospitalitermes_sp.C_1	36	30	40	6	20	36	2	10	16	1	27	6	0.073145253	230	0.156521739	0.130434783	0.173913043	0.026086957	0.086956522	0.156521739	0.008695652	0.043478261	0.069565217	0.004347826	0.117391304	0.026086957	Nasutitermitinae	1	Wood	1	1.21153846153846	126	104	0
THAI078_Mirocapritermes_sp.2_1	24	28	33	6	9	25	1	11	4	1	23	5	0.052366139	170	0.141176471	0.164705882	0.194117647	0.035294118	0.052941176	0.147058824	0.005882353	0.064705882	0.023529412	0.005882353	0.135294118	0.029411765	Pericapritermes-group	1	Soil	1	1.23684210526316	94	76	0
THAI091_Aciculitermes_maymyoensis_1	11	57	33	3	6	17	2	12	4	0	14	6	0.048711723	165	0.066666667	0.345454545	0.2	0.018181818	0.036363636	0.103030303	0.012121212	0.072727273	0.024242424	0	0.084848485	0.036363636	Nasutitermitinae	1	Soil	1	1.8448275862069	107	58	0
THAI093_Bulbitermes_makhamensis_1	18	27	32	6	12	11	2	7	8	2	4	6	0.0401646	135	0.133333333	0.2	0.237037037	0.044444444	0.088888889	0.081481481	0.014814815	0.051851852	0.059259259	0.014814815	0.02962963	0.044444444	Nasutitermitinae	1	Wood	1	1.93478260869565	89	46	0
THAI100_Bulbitermes_nr.laticephalus_1	15	24	10	7	8	2	0	3	2	0	6	1	0.023783028	78	0.192307692	0.307692308	0.128205128	0.08974359	0.102564103	0.025641026	0	0.038461538	0.025641026	0	0.076923077	0.012820513	Nasutitermitinae	1	Wood	1	2.71428571428571	57	21	0
THAI102_Odontotermes_longignathus_1	25	36	27	6	18	16	3	14	13	2	3	6	0.039879917	169	0.147928994	0.213017751	0.159763314	0.035502959	0.106508876	0.094674556	0.017751479	0.082840237	0.076923077	0.01183432	0.017751479	0.035502959	Macrotermitinae	1	Wood	1	1.68253968253968	106	63	0
THAI105_Sinocapritermes_sp.1_1	11	24	22	2	5	3	0	1	4	0	6	5	0.027432806	83	0.13253012	0.289156627	0.265060241	0.024096386	0.060240964	0.036144578	0	0.012048193	0.048192771	0	0.072289157	0.060240964	pericapritermes-group	1	Soil	1	2.95238095238095	62	21	0
THAI108_NODE_1_length_15711_cov_281392_ID_711_1	31	45	35	4	12	33	1	12	5	2	17	6	0.065488206	203	0.15270936	0.221674877	0.172413793	0.019704433	0.0591133	0.162561576	0.004926108	0.0591133	0.024630542	0.009852217	0.083743842	0.02955665	Kalotermitidae	0	wood	1	1.5375	123	80	0
TP1.15A_Cryptotermes_sp3_Malaysia_1	31	81	52	3	15	53	3	37	12	2	30	20	0.102045086	339	0.091445428	0.238938053	0.15339233	0.008849558	0.044247788	0.156342183	0.008849558	0.109144543	0.03539823	0.005899705	0.088495575	0.05899705	Kalotermitidae	0	wood	1	1.11875	179	160	0
TP1.19B_Pericapritermes_sp.G_1	15	39	30	7	15	45	4	11	14	2	27	14	0.065306014	223	0.067264574	0.174887892	0.134529148	0.031390135	0.067264574	0.201793722	0.01793722	0.049327354	0.062780269	0.00896861	0.121076233	0.062780269	Pericapritermes-group	1	Soil	1	0.798387096774194	99	124	0
WA2_Microcerotermes_newmani_1	26	39	35	5	11	13	0	7	7	1	5	12	0.043991129	161	0.161490683	0.242236025	0.217391304	0.031055901	0.068322981	0.080745342	0	0.043478261	0.043478261	0.00621118	0.031055901	0.074534161	Microcerotermes	1	Wood	1	2.22	111	50	0
BDIT020_Microtermes_sp_Burundi_1	28	41	31	4	15	9	1	15	9	5	6	9	0.041480322	173	0.161849711	0.23699422	0.179190751	0.023121387	0.086705202	0.052023121	0.005780347	0.086705202	0.052023121	0.028901734	0.034682081	0.052023121	Macrotermitinae	1	Wood	1	1.98275862068966	115	58	0
BDIT023_Pseudacanthotermes_spiniger_Burundi_1	29	27	32	2	6	8	0	9	7	0	8	4	0.04658141	132	0.21969697	0.204545455	0.242424242	0.015151515	0.045454545	0.060606061	0	0.068181818	0.053030303	0	0.060606061	0.03030303	Macrotermitinae	1	Wood	1	2.47368421052632	94	38	0
BDIT037_Furculitermes_soyeri_1	32	60	42	2	18	11	4	8	4	0	6	3	0.040187561	190	0.168421053	0.315789474	0.221052632	0.010526316	0.094736842	0.057894737	0.021052632	0.042105263	0.021052632	0	0.031578947	0.015789474	Cubitermitinae	1	Soil	1	4	152	38	0
BDIT041_Nasutitermes_arborum_1	29	39	35	10	21	16	2	21	12	1	13	1	0.053136672	200	0.145	0.195	0.175	0.05	0.105	0.08	0.01	0.105	0.06	0.005	0.065	0.005	Nasutitermitinae	1	Wood	1	1.63157894736842	124	76	0
BDIT069_Cubitermes_nr_fulvus_1	38	40	35	8	13	46	0	26	12	0	24	11	0.085465792	253	0.150197628	0.158102767	0.138339921	0.031620553	0.051383399	0.181818182	0	0.102766798	0.04743083	0	0.09486166	0.043478261	Cubitermitinae	1	Soil	1	0.992125984251969	126	127	0
BDIT106_Cubitermes_oblectatus_1	12	17	30	4	7	4	1	3	4	1	2	2	0.025088743	87	0.137931034	0.195402299	0.344827586	0.045977011	0.08045977	0.045977011	0.011494253	0.034482759	0.045977011	0.011494253	0.022988506	0.022988506	Cubitermitinae	1	Soil	1	3.14285714285714	66	21	0
BDIT120_Astalotermes_sp._1	36	28	36	15	13	39	3	16	16	3	17	9	0.074989936	231	0.155844156	0.121212121	0.155844156	0.064935065	0.056277056	0.168831169	0.012987013	0.069264069	0.069264069	0.012987013	0.073593074	0.038961039	Apicotermitinae	1	Soil	1	0.957627118644068	113	118	0
BDIT129_Macrotermes_vitrialatus_Burundi_1	32	47	39	6	9	13	2	16	11	2	7	11	0.052431237	195	0.164102564	0.241025641	0.2	0.030769231	0.046153846	0.066666667	0.01025641	0.082051282	0.056410256	0.01025641	0.035897436	0.056410256	Macrotermitinae	1	Wood	1	1.86764705882353	127	68	0
BDIT8-M2A_Coptotermes_amanii_1	22	26	27	5	13	5	1	16	9	2	4	6	0.035419637	136	0.161764706	0.191176471	0.198529412	0.036764706	0.095588235	0.036764706	0.007352941	0.117647059	0.066176471	0.014705882	0.029411765	0.044117647	Coptotermitinae	1	Wood	1	1.83333333333333	88	48	0
BRA15_Glyptotermes_1	27	35	38	10	15	83	3	58	16	2	47	33	0.159741484	367	0.073569482	0.095367847	0.103542234	0.027247956	0.040871935	0.226158038	0.008174387	0.158038147	0.04359673	0.005449591	0.128065395	0.089918256	Kalotermitidae	0	wood	1	0.456349206349206	115	252	0
BRA1_Constrictotermes_cyphergaster_1	28	54	36	8	11	27	2	30	15	0	25	13	0.074671009	249	0.112449799	0.21686747	0.144578313	0.032128514	0.044176707	0.108433735	0.008032129	0.120481928	0.060240964	0	0.100401606	0.052208835	Nasutitermitinae	1	Wood	1	1.075	129	120	0
BRA2_Inquilinitermes_sp._1	12	37	30	3	8	5	3	2	5	1	2	4	0.028264328	112	0.107142857	0.330357143	0.267857143	0.026785714	0.071428571	0.044642857	0.026785714	0.017857143	0.044642857	0.008928571	0.017857143	0.035714286	Termes-group	1	Soil	1	3.48	87	25	0
BRA31_Serritermes_serrifer_1	18	65	59	3	17	53	6	87	19	0	25	40	0.173524533	392	0.045918367	0.165816327	0.150510204	0.007653061	0.043367347	0.135204082	0.015306122	0.221938776	0.048469388	0	0.06377551	0.102040816	Serritermitidae	0	Wood	1	0.682403433476395	159	233	0
BRU3_Amitermes_dentatus_1	7	22	17	4	4	7	0	4	4	0	0	1	0.021011864	70	0.1	0.314285714	0.242857143	0.057142857	0.057142857	0.1	0	0.057142857	0.057142857	0	0	0.014285714	Amitermes-group	1	wood	1	2.5	50	20	0
CA25_Pericapritermes_nigerianus_1	18	31	31	3	9	21	2	20	8	0	12	8	0.042568522	163	0.110429448	0.190184049	0.190184049	0.018404908	0.055214724	0.128834356	0.012269939	0.122699387	0.049079755	0	0.073619632	0.049079755	Pericapritermes-group	1	Soil	1	1.2027027027027	89	74	0
CHI15-157_NODE_1_length_15696_cov_532996_ID_1259_1	25	64	42	3	13	30	0	19	6	0	16	21	0.102925844	239	0.10460251	0.267782427	0.175732218	0.012552301	0.054393305	0.125523013	0	0.079497908	0.025104603	0	0.066945607	0.087866109	Kalotermitidae	0	wood	1	1.51578947368421	144	95	0
CHI15-24_1	13	89	56	5	17	62	3	70	17	1	41	23	0.132396999	397	0.032745592	0.22418136	0.141057935	0.012594458	0.042821159	0.156171285	0.007556675	0.176322418	0.042821159	0.002518892	0.103274559	0.057934509	Kalotermitidae	0	wood	1	0.788288288288288	175	222	0
COL17-26_NODE_1_length_15512_cov_173959_ID_51_1	25	80	51	3	17	111	1	106	13	0	44	48	0.20165829	499	0.0501002	0.160320641	0.102204409	0.006012024	0.034068136	0.22244489	0.002004008	0.21242485	0.026052104	0	0.088176353	0.096192385	Kalotermitidae	0	wood	1	0.530674846625767	173	326	0
COL-2012L08_Nasutitermes_sp._1	32	45	50	6	16	45	6	18	11	1	15	10	0.0782957	255	0.125490196	0.176470588	0.196078431	0.023529412	0.062745098	0.176470588	0.023529412	0.070588235	0.043137255	0.003921569	0.058823529	0.039215686	Nasutitermitinae	1	Wood	1	1.27678571428571	143	112	0
COL-SAS_Nasutitermes_sp._1	14	33	26	0	5	6	1	3	5	1	3	0	0.02306807	97	0.144329897	0.340206186	0.268041237	0	0.051546392	0.06185567	0.010309278	0.030927835	0.051546392	0.010309278	0.030927835	0	Nasutitermitinae	1	Wood	1	4.10526315789474	78	19	0
CRYAUS_Cryptotermes_austrinus_Australia_1	18	47	31	6	16	4	0	10	5	2	7	6	0.043324073	152	0.118421053	0.309210526	0.203947368	0.039473684	0.105263158	0.026315789	0	0.065789474	0.032894737	0.013157895	0.046052632	0.039473684	Kalotermitidae	0	wood	1	2.8	112	40	0
Dentispicotermes_brevicarinatus_1	33	51	29	5	16	50	2	17	17	5	18	8	0.091016414	251	0.131474104	0.203187251	0.115537849	0.019920319	0.06374502	0.199203187	0.007968127	0.067729084	0.067729084	0.019920319	0.071713147	0.03187251	Amitermes-group	1	soil	1	1.05737704918033	129	122	0
E16_Microtermes_sp_Pakistan_1	27	86	63	6	12	31	1	56	18	2	19	19	0.087166384	340	0.079411765	0.252941176	0.185294118	0.017647059	0.035294118	0.091176471	0.002941176	0.164705882	0.052941176	0.005882353	0.055882353	0.055882353	Macrotermitinae	1	Wood	1	1.23684210526316	188	152	0
E17-RS-34-2-TR_NODE_1_length_15518_cov_51521_ID_229_1	19	24	22	3	12	40	0	14	3	2	23	8	0.080482118	170	0.111764706	0.141176471	0.129411765	0.017647059	0.070588235	0.235294118	0	0.082352941	0.017647059	0.011764706	0.135294118	0.047058824	Kalotermitidae	0	wood	1	0.827956989247312	77	93	0
E6_Amitermes_sp.A_1	24	42	39	3	8	24	0	9	8	2	19	7	0.055066754	185	0.12972973	0.227027027	0.210810811	0.016216216	0.043243243	0.12972973	0	0.048648649	0.043243243	0.010810811	0.102702703	0.037837838	Amitermes-group	1	wood	1	1.56944444444444	113	72	0
FG17-7_NODE_1_length_15536_cov_109291_ID_76_1	37	89	79	7	14	59	3	51	8	3	35	24	0.140145442	409	0.090464548	0.217603912	0.193154034	0.017114914	0.034229829	0.144254279	0.007334963	0.124694377	0.019559902	0.007334963	0.085574572	0.058679707	Kalotermitidae	0	wood	1	1.15263157894737	219	190	0
FG-ND2-12_1	27	20	14	9	14	59	0	18	18	3	29	10	0.127141704	221	0.122171946	0.090497738	0.063348416	0.040723982	0.063348416	0.266968326	0	0.081447964	0.081447964	0.013574661	0.131221719	0.045248869	Kalotermitidae	0	wood	1	0.513698630136986	75	146	0
FG-ND2-19_Anhangatermes_macarthuri_1	57	67	38	9	23	36	2	26	14	1	27	15	0.09327228	315	0.180952381	0.212698413	0.120634921	0.028571429	0.073015873	0.114285714	0.006349206	0.082539683	0.044444444	0.003174603	0.085714286	0.047619048	Nasutitermitinae	1	Soil	1	1.42307692307692	185	130	0
FG-ND2-30_Nasutitermes_sp._1	39	50	44	6	24	14	1	30	24	2	10	9	0.064321621	253	0.154150198	0.197628458	0.173913043	0.023715415	0.09486166	0.055335968	0.003952569	0.118577075	0.09486166	0.007905138	0.039525692	0.035573123	Nasutitermitinae	1	Wood	1	1.63541666666667	157	96	0
G13-023_Embiratermes_brevinasus_1	31	72	50	6	19	24	0	28	11	2	32	11	0.085488924	286	0.108391608	0.251748252	0.174825175	0.020979021	0.066433566	0.083916084	0	0.097902098	0.038461538	0.006993007	0.111888112	0.038461538	Syntermitinae	1	Soil	1	1.50877192982456	172	114	0
G13-026_Heterotermes_crinitus_FG_1	30	95	90	11	18	14	6	48	16	5	12	23	0.095472686	368	0.081521739	0.258152174	0.244565217	0.029891304	0.048913043	0.038043478	0.016304348	0.130434783	0.043478261	0.013586957	0.032608696	0.0625	Coptotermitinae	1	Wood	1	1.72592592592593	233	135	0
G13-028_Planicapritermes_planiceps_1	36	35	36	3	17	21	4	20	8	1	16	14	0.078313622	211	0.170616114	0.165876777	0.170616114	0.014218009	0.08056872	0.099526066	0.018957346	0.09478673	0.037914692	0.004739336	0.075829384	0.066350711	Neocapri-group	1	Soil	1	1.42528735632184	124	87	0
G13-130_Coatitermes_sp.2_1	22	41	28	6	15	14	4	7	16	0	10	8	0.048264747	171	0.128654971	0.239766082	0.16374269	0.035087719	0.087719298	0.081871345	0.023391813	0.040935673	0.093567251	0	0.058479532	0.046783626	Nasutitermitinae	1	Soil	1	1.63076923076923	106	65	0
G679_Caetetermes_taquarussu_1	53	53	41	11	28	71	3	46	21	4	35	25	0.133960632	391	0.135549872	0.135549872	0.104859335	0.028132992	0.071611253	0.181585678	0.007672634	0.117647059	0.05370844	0.010230179	0.089514066	0.063938619	Nasutitermitinae	1	Soil	1	0.810185185185185	175	216	0
G686_Cyrilliotermes_angulariceps_1	34	50	43	7	18	24	5	24	13	6	17	19	0.081764995	260	0.130769231	0.192307692	0.165384615	0.026923077	0.069230769	0.092307692	0.019230769	0.092307692	0.05	0.023076923	0.065384615	0.073076923	Syntermitinae	1	Soil	1	1.26086956521739	145	115	0
G689_Microcerotermes_sp._1	25	31	26	2	20	14	0	4	5	1	4	6	0.036786018	138	0.18115942	0.224637681	0.188405797	0.014492754	0.144927536	0.101449275	0	0.028985507	0.036231884	0.007246377	0.028985507	0.043478261	Microcerotermes	1	Wood	1	2.83333333333333	102	36	0
G693_Cornitermes_pugnax_1	33	45	37	1	13	29	1	13	5	1	15	15	0.051513758	208	0.158653846	0.216346154	0.177884615	0.004807692	0.0625	0.139423077	0.004807692	0.0625	0.024038462	0.004807692	0.072115385	0.072115385	Syntermitinae	1	Wood	1	1.6	128	80	0
G700_Constrictotermes_cavifrons_1	33	68	56	8	15	37	2	30	8	5	18	13	0.082241562	293	0.112627986	0.232081911	0.19112628	0.027303754	0.051194539	0.126279863	0.006825939	0.102389078	0.027303754	0.017064846	0.061433447	0.044368601	Nasutitermitinae	1	Wood	1	1.42148760330579	172	121	0
G702_Glossotermes_oculatus_1	16	133	106	8	18	44	6	88	17	12	25	41	0.220061875	514	0.031128405	0.258754864	0.206225681	0.015564202	0.035019455	0.085603113	0.011673152	0.171206226	0.03307393	0.023346304	0.048638132	0.079766537	Serritermitidae	0	Wood	1	1.13278008298755	273	241	0
G715_Syntermes_spinosus_1	32	58	39	9	23	45	5	46	15	3	26	18	0.095076404	319	0.10031348	0.181818182	0.122257053	0.028213166	0.072100313	0.141065831	0.015673981	0.144200627	0.047021944	0.009404389	0.081504702	0.056426332	Syntermitinae	1	Wood	1	0.910179640718563	152	167	0
G733_Nasutitermes_macrocephalus_1	26	57	62	3	15	10	1	15	18	4	3	6	0.05399081	220	0.118181818	0.259090909	0.281818182	0.013636364	0.068181818	0.045454545	0.004545455	0.068181818	0.081818182	0.018181818	0.013636364	0.027272727	Nasutitermitinae	1	Wood	1	2.66666666666667	160	60	0
G736_Atlantitermes_snyderi_1	25	46	40	8	12	26	2	11	8	2	14	12	0.057256711	206	0.121359223	0.223300971	0.194174757	0.038834951	0.058252427	0.126213592	0.009708738	0.053398058	0.038834951	0.009708738	0.067961165	0.058252427	Nasutitermitinae	1	Soil	1	1.48192771084337	123	83	0
G740_Coatitermes_kartaboensis_1	21	33	47	5	8	23	0	9	10	0	17	6	0.051925156	179	0.117318436	0.184357542	0.262569832	0.027932961	0.044692737	0.12849162	0	0.05027933	0.055865922	0	0.094972067	0.033519553	Nasutitermitinae	1	Soil	1	1.55714285714286	109	70	0
Incisitermes_minor_1	17	34	26	2	12	3	0	2	0	2	4	2	0.025214163	104	0.163461538	0.326923077	0.25	0.019230769	0.115384615	0.028846154	0	0.019230769	0	0.019230769	0.038461538	0.019230769	Kalotermitidae	0	wood	1	5.93333333333333	89	15	0
IND8_Odontotermes_sp.B_1	19	25	22	2	11	3	0	7	9	0	6	3	0.02844527	107	0.177570093	0.23364486	0.205607477	0.018691589	0.102803738	0.028037383	0	0.065420561	0.08411215	0	0.056074766	0.028037383	Macrotermitinae	1	Wood	1	2.56666666666667	77	30	0
KE15-10_1	28	66	55	7	16	45	2	44	9	1	31	18	0.122366783	322	0.086956522	0.204968944	0.170807453	0.02173913	0.049689441	0.139751553	0.00621118	0.136645963	0.027950311	0.00310559	0.096273292	0.055900621	Kalotermitidae	0	wood	1	1.05095541401274	165	157	0
Macrotermes_barneyi_1	28	30	16	6	6	7	1	2	8	1	2	1	0.034109727	108	0.259259259	0.277777778	0.148148148	0.055555556	0.055555556	0.064814815	0.009259259	0.018518519	0.074074074	0.009259259	0.018518519	0.009259259	Macrotermitinae	1	Wood	1	2.85714285714286	80	28	0
MAD15-1_1	64	80	52	14	23	51	5	49	14	4	32	25	0.146120593	413	0.15496368	0.1937046	0.12590799	0.033898305	0.055690073	0.123486683	0.012106538	0.118644068	0.033898305	0.00968523	0.07748184	0.060532688	Kalotermitidae	0	wood	1	1.12886597938144	219	194	0
MAD15-128_NODE_1_length_16052_cov_832021_ID_301_1	29	71	65	3	10	19	4	25	3	0	10	15	0.077592292	254	0.114173228	0.279527559	0.255905512	0.011811024	0.039370079	0.07480315	0.015748031	0.098425197	0.011811024	0	0.039370079	0.059055118	Kalotermitidae	0	wood	1	2.21518987341772	175	79	0
MAD15-2_1	24	56	50	7	12	24	0	23	5	4	14	9	0.070392739	228	0.105263158	0.245614035	0.219298246	0.030701754	0.052631579	0.105263158	0	0.100877193	0.021929825	0.01754386	0.061403509	0.039473684	Kalotermitidae	0	wood	1	1.65116279069767	142	86	0
NEW4_Microcerotermes_baluchistanicus_1	28	56	33	5	17	16	1	7	14	0	10	5	0.056837148	192	0.145833333	0.291666667	0.171875	0.026041667	0.088541667	0.083333333	0.005208333	0.036458333	0.072916667	0	0.052083333	0.026041667	Microcerotermes	1	Wood	1	2.31034482758621	134	58	0
NG21_Glyptotermes_spA_NewGuinea_1	36	101	64	13	16	73	3	67	14	6	39	43	0.155811382	475	0.075789474	0.212631579	0.134736842	0.027368421	0.033684211	0.153684211	0.006315789	0.141052632	0.029473684	0.012631579	0.082105263	0.090526316	Kalotermitidae	0	wood	1	0.84108527131783	217	258	0
NG52_Parrhinotermes_browni_1	37	50	51	1	23	29	4	31	10	2	18	11	0.106684002	267	0.138576779	0.187265918	0.191011236	0.003745318	0.086142322	0.108614232	0.014981273	0.116104869	0.037453184	0.007490637	0.06741573	0.041198502	Rhinotermitinae	1	Wood	1	1.5188679245283	161	106	0
NG55_Pericapritermes_spB_NewGuinea_1	31	45	36	7	17	35	2	18	12	1	26	12	0.074429099	242	0.128099174	0.185950413	0.148760331	0.02892562	0.070247934	0.144628099	0.008264463	0.074380165	0.049586777	0.004132231	0.107438017	0.049586777	Pericapritermes-group	1	Soil	1	1.14159292035398	129	113	0
NG69_Nasutitermes_bikpelanus_1	49	64	44	9	25	32	4	20	14	3	10	9	0.075125381	283	0.173144876	0.22614841	0.155477032	0.03180212	0.088339223	0.113074205	0.014134276	0.070671378	0.049469965	0.010600707	0.035335689	0.03180212	Nasutitermitinae	1	Wood	1	1.8019801980198	182	101	0
PHI6_1	35	62	45	8	20	33	0	27	4	3	15	11	0.090552316	263	0.133079848	0.235741445	0.171102662	0.030418251	0.076045627	0.125475285	0	0.102661597	0.015209125	0.011406844	0.057034221	0.041825095	Kalotermitidae	0	wood	1	1.6039603960396	162	101	0
Prorhinotermes_simplex_Cuba_1	33	61	40	8	12	22	3	22	9	3	14	13	0.067843743	240	0.1375	0.254166667	0.166666667	0.033333333	0.05	0.091666667	0.0125	0.091666667	0.0375	0.0125	0.058333333	0.054166667	Prorhinotermitinae	0	Wood	1	1.5531914893617	146	94	0
RDCT003_Schedorhinotermes_putiorus_Congo_1	27	23	30	3	10	16	2	9	14	1	10	5	0.048900754	150	0.18	0.153333333	0.2	0.02	0.066666667	0.106666667	0.013333333	0.06	0.093333333	0.006666667	0.066666667	0.033333333	Rhinotermitinae	1	Wood	1	1.5	90	60	0
RDCT008_Trichotermes_ducis_1	15	23	28	1	8	12	2	8	2	1	13	8	0.037162466	121	0.123966942	0.190082645	0.231404959	0.008264463	0.066115702	0.099173554	0.016528926	0.066115702	0.016528926	0.008264463	0.107438017	0.066115702	Apicotermitinae	1	Soil	1	1.57446808510638	74	47	0
RDCT014_Pericapritermes_sp.A_1	13	50	32	3	7	19	1	9	3	2	7	11	0.043976718	157	0.082802548	0.318471338	0.203821656	0.01910828	0.044585987	0.121019108	0.006369427	0.057324841	0.01910828	0.012738854	0.044585987	0.070063694	Pericapritermes-group	1	Soil	1	1.85454545454545	102	55	0
RDCT047_Furculitermes_cubitalis_1	22	57	30	5	17	13	4	5	9	3	5	4	0.038569072	174	0.126436782	0.327586207	0.172413793	0.028735632	0.097701149	0.074712644	0.022988506	0.028735632	0.051724138	0.017241379	0.028735632	0.022988506	Cubitermitinae	1	Soil	1	2.625	126	48	0
